,ID,economy,country_code_x,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period,sign_contract_count,register_business_count,open_bank_account_count,discrimination_credit_prohibited_count,total_law_counts,country_code_y,latitude_x,longitude_x
2150,DMA1972,Dominica,DMA,Latin America & Caribbean,Upper middle income,1972,48.8,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DM,15.414999,-61.370976
2151,DMA1973,Dominica,DMA,Latin America & Caribbean,Upper middle income,1973,48.8,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DM,15.414999,-61.370976
2152,DMA1974,Dominica,DMA,Latin America & Caribbean,Upper middle income,1974,53.8,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DM,15.414999,-61.370976
2153,DMA1975,Dominica,DMA,Latin America & Caribbean,Upper middle income,1975,53.8,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DM,15.414999,-61.370976
2154,DMA1976,Dominica,DMA,Latin America & Caribbean,Upper middle income,1976,53.8,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DM,15.414999,-61.370976
2155,DMA1977,Dominica,DMA,Latin America & Caribbean,Upper middle income,1977,60,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DM,15.414999,-61.370976
2156,DMA1978,Dominica,DMA,Latin America & Caribbean,Upper middle income,1978,60,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DM,15.414999,-61.370976
2157,DMA1979,Dominica,DMA,Latin America & Caribbean,Upper middle income,1979,60,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DM,15.414999,-61.370976
2158,DMA1980,Dominica,DMA,Latin America & Caribbean,Upper middle income,1980,60,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DM,15.414999,-61.370976
2159,DMA1981,Dominica,DMA,Latin America & Caribbean,Upper middle income,1981,60,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DM,15.414999,-61.370976
2160,DMA1982,Dominica,DMA,Latin America & Caribbean,Upper middle income,1982,60,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DM,15.414999,-61.370976
2161,DMA1983,Dominica,DMA,Latin America & Caribbean,Upper middle income,1983,60,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DM,15.414999,-61.370976
2162,DMA1984,Dominica,DMA,Latin America & Caribbean,Upper middle income,1984,60,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DM,15.414999,-61.370976
2163,DMA1985,Dominica,DMA,Latin America & Caribbean,Upper middle income,1985,60,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DM,15.414999,-61.370976
2164,DMA1986,Dominica,DMA,Latin America & Caribbean,Upper middle income,1986,60,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DM,15.414999,-61.370976
2165,DMA1987,Dominica,DMA,Latin America & Caribbean,Upper middle income,1987,60,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DM,15.414999,-61.370976
2166,DMA1988,Dominica,DMA,Latin America & Caribbean,Upper middle income,1988,60,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DM,15.414999,-61.370976
2167,DMA1989,Dominica,DMA,Latin America & Caribbean,Upper middle income,1989,60,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DM,15.414999,-61.370976
2168,DMA1990,Dominica,DMA,Latin America & Caribbean,Upper middle income,1990,60,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DM,15.414999,-61.370976
2169,DMA1991,Dominica,DMA,Latin America & Caribbean,Upper middle income,1991,60,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DM,15.414999,-61.370976
2170,DMA1992,Dominica,DMA,Latin America & Caribbean,Upper middle income,1992,60,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DM,15.414999,-61.370976
2171,DMA1993,Dominica,DMA,Latin America & Caribbean,Upper middle income,1993,60,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DM,15.414999,-61.370976
2172,DMA1994,Dominica,DMA,Latin America & Caribbean,Upper middle income,1994,60,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DM,15.414999,-61.370976
2173,DMA1995,Dominica,DMA,Latin America & Caribbean,Upper middle income,1995,60,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DM,15.414999,-61.370976
2174,DMA1996,Dominica,DMA,Latin America & Caribbean,Upper middle income,1996,60,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DM,15.414999,-61.370976
2175,DMA1997,Dominica,DMA,Latin America & Caribbean,Upper middle income,1997,60,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DM,15.414999,-61.370976
2176,DMA1998,Dominica,DMA,Latin America & Caribbean,Upper middle income,1998,60,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DM,15.414999,-61.370976
2177,DMA1999,Dominica,DMA,Latin America & Caribbean,Upper middle income,1999,60,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DM,15.414999,-61.370976
2178,DMA2000,Dominica,DMA,Latin America & Caribbean,Upper middle income,2000,60,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DM,15.414999,-61.370976
2179,DMA2001,Dominica,DMA,Latin America & Caribbean,Upper middle income,2001,60,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DM,15.414999,-61.370976
2180,DMA2002,Dominica,DMA,Latin America & Caribbean,Upper middle income,2002,60,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DM,15.414999,-61.370976
2181,DMA2003,Dominica,DMA,Latin America & Caribbean,Upper middle income,2003,62.5,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DM,15.414999,-61.370976
2182,DMA2004,Dominica,DMA,Latin America & Caribbean,Upper middle income,2004,62.5,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DM,15.414999,-61.370976
2183,DMA2005,Dominica,DMA,Latin America & Caribbean,Upper middle income,2005,62.5,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DM,15.414999,-61.370976
2184,DMA2006,Dominica,DMA,Latin America & Caribbean,Upper middle income,2006,62.5,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DM,15.414999,-61.370976
2185,DMA2007,Dominica,DMA,Latin America & Caribbean,Upper middle income,2007,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DM,15.414999,-61.370976
2186,DMA2008,Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DM,15.414999,-61.370976
2187,DMA2009,Dominica,DMA,Latin America & Caribbean,Upper middle income,2009,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DM,15.414999,-61.370976
2188,DMA2010,Dominica,DMA,Latin America & Caribbean,Upper middle income,2010,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DM,15.414999,-61.370976
2189,DMA2011,Dominica,DMA,Latin America & Caribbean,Upper middle income,2011,62.5,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DM,15.414999,-61.370976
2190,DMA2012,Dominica,DMA,Latin America & Caribbean,Upper middle income,2012,62.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DM,15.414999,-61.370976
2191,DMA2013,Dominica,DMA,Latin America & Caribbean,Upper middle income,2013,62.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DM,15.414999,-61.370976
2192,DMA2014,Dominica,DMA,Latin America & Caribbean,Upper middle income,2014,62.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DM,15.414999,-61.370976
2193,DMA2015,Dominica,DMA,Latin America & Caribbean,Upper middle income,2015,62.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DM,15.414999,-61.370976
2194,DMA2016,Dominica,DMA,Latin America & Caribbean,Upper middle income,2016,62.5,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DM,15.414999,-61.370976
2195,DMA2017,Dominica,DMA,Latin America & Caribbean,Upper middle income,2017,62.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,DM,15.414999,-61.370976
2196,DMA2018,Dominica,DMA,Latin America & Caribbean,Upper middle income,2018,62.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,DM,15.414999,-61.370976
2197,DMA2019,Dominica,DMA,Latin America & Caribbean,Upper middle income,2019,62.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,DM,15.414999,-61.370976
2198,DMA2020,Dominica,DMA,Latin America & Caribbean,Upper middle income,2020,62.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,DM,15.414999,-61.370976
2199,DMA2021,Dominica,DMA,Latin America & Caribbean,Upper middle income,2021,62.5,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3,DM,15.414999,-61.370976
2200,DNK1972,Denmark,DNK,High income: OECD,High income,1972,71.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DK,56.26392,9.501785
2201,DNK1973,Denmark,DNK,High income: OECD,High income,1973,71.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DK,56.26392,9.501785
2202,DNK1974,Denmark,DNK,High income: OECD,High income,1974,71.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DK,56.26392,9.501785
2203,DNK1975,Denmark,DNK,High income: OECD,High income,1975,71.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DK,56.26392,9.501785
2204,DNK1976,Denmark,DNK,High income: OECD,High income,1976,71.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DK,56.26392,9.501785
2205,DNK1977,Denmark,DNK,High income: OECD,High income,1977,71.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DK,56.26392,9.501785
2206,DNK1978,Denmark,DNK,High income: OECD,High income,1978,71.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DK,56.26392,9.501785
2207,DNK1979,Denmark,DNK,High income: OECD,High income,1979,71.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DK,56.26392,9.501785
2208,DNK1980,Denmark,DNK,High income: OECD,High income,1980,71.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DK,56.26392,9.501785
2209,DNK1981,Denmark,DNK,High income: OECD,High income,1981,71.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DK,56.26392,9.501785
2210,DNK1982,Denmark,DNK,High income: OECD,High income,1982,71.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DK,56.26392,9.501785
2211,DNK1983,Denmark,DNK,High income: OECD,High income,1983,71.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DK,56.26392,9.501785
2212,DNK1984,Denmark,DNK,High income: OECD,High income,1984,71.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DK,56.26392,9.501785
2213,DNK1985,Denmark,DNK,High income: OECD,High income,1985,71.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DK,56.26392,9.501785
2214,DNK1986,Denmark,DNK,High income: OECD,High income,1986,76.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DK,56.26392,9.501785
2215,DNK1987,Denmark,DNK,High income: OECD,High income,1987,76.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DK,56.26392,9.501785
2216,DNK1988,Denmark,DNK,High income: OECD,High income,1988,76.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DK,56.26392,9.501785
2217,DNK1989,Denmark,DNK,High income: OECD,High income,1989,76.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DK,56.26392,9.501785
2218,DNK1990,Denmark,DNK,High income: OECD,High income,1990,78.8,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DK,56.26392,9.501785
2219,DNK1991,Denmark,DNK,High income: OECD,High income,1991,78.8,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DK,56.26392,9.501785
2220,DNK1992,Denmark,DNK,High income: OECD,High income,1992,78.8,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DK,56.26392,9.501785
2221,DNK1993,Denmark,DNK,High income: OECD,High income,1993,81.9,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DK,56.26392,9.501785
2222,DNK1994,Denmark,DNK,High income: OECD,High income,1994,81.9,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DK,56.26392,9.501785
2223,DNK1995,Denmark,DNK,High income: OECD,High income,1995,81.9,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DK,56.26392,9.501785
2224,DNK1996,Denmark,DNK,High income: OECD,High income,1996,81.9,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DK,56.26392,9.501785
2225,DNK1997,Denmark,DNK,High income: OECD,High income,1997,81.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DK,56.26392,9.501785
2226,DNK1998,Denmark,DNK,High income: OECD,High income,1998,81.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DK,56.26392,9.501785
2227,DNK1999,Denmark,DNK,High income: OECD,High income,1999,85,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DK,56.26392,9.501785
2228,DNK2000,Denmark,DNK,High income: OECD,High income,2000,85,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DK,56.26392,9.501785
2229,DNK2001,Denmark,DNK,High income: OECD,High income,2001,91.3,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DK,56.26392,9.501785
2230,DNK2002,Denmark,DNK,High income: OECD,High income,2002,91.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DK,56.26392,9.501785
2231,DNK2003,Denmark,DNK,High income: OECD,High income,2003,91.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DK,56.26392,9.501785
2232,DNK2004,Denmark,DNK,High income: OECD,High income,2004,91.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DK,56.26392,9.501785
2233,DNK2005,Denmark,DNK,High income: OECD,High income,2005,91.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DK,56.26392,9.501785
2234,DNK2006,Denmark,DNK,High income: OECD,High income,2006,91.3,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DK,56.26392,9.501785
2235,DNK2007,Denmark,DNK,High income: OECD,High income,2007,91.3,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DK,56.26392,9.501785
2236,DNK2008,Denmark,DNK,High income: OECD,High income,2008,91.3,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DK,56.26392,9.501785
2237,DNK2009,Denmark,DNK,High income: OECD,High income,2009,97.5,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4,DK,56.26392,9.501785
2238,DNK2010,Denmark,DNK,High income: OECD,High income,2010,97.5,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4,DK,56.26392,9.501785
2239,DNK2011,Denmark,DNK,High income: OECD,High income,2011,97.5,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4,DK,56.26392,9.501785
2240,DNK2012,Denmark,DNK,High income: OECD,High income,2012,97.5,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,DK,56.26392,9.501785
2241,DNK2013,Denmark,DNK,High income: OECD,High income,2013,100,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,DK,56.26392,9.501785
2242,DNK2014,Denmark,DNK,High income: OECD,High income,2014,100,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,DK,56.26392,9.501785
2243,DNK2015,Denmark,DNK,High income: OECD,High income,2015,100,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,DK,56.26392,9.501785
2244,DNK2016,Denmark,DNK,High income: OECD,High income,2016,100,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,DK,56.26392,9.501785
2245,DNK2017,Denmark,DNK,High income: OECD,High income,2017,100,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DK,56.26392,9.501785
2246,DNK2018,Denmark,DNK,High income: OECD,High income,2018,100,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DK,56.26392,9.501785
2247,DNK2019,Denmark,DNK,High income: OECD,High income,2019,100,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DK,56.26392,9.501785
2248,DNK2020,Denmark,DNK,High income: OECD,High income,2020,100,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DK,56.26392,9.501785
2249,DNK2021,Denmark,DNK,High income: OECD,High income,2021,100,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DK,56.26392,9.501785
2250,DOM1972,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1972,40,0,No,No,No,No,1972-1976,0,0,0,0,0,DO,18.735693,-70.162651
2251,DOM1973,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1973,40,0,No,No,No,No,1972-1976,0,0,0,0,0,DO,18.735693,-70.162651
2252,DOM1974,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1974,40,0,No,No,No,No,1972-1976,0,0,0,0,0,DO,18.735693,-70.162651
2253,DOM1975,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1975,40,0,No,No,No,No,1972-1976,0,0,0,0,0,DO,18.735693,-70.162651
2254,DOM1976,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1976,40,0,No,No,No,No,1972-1976,0,0,0,0,0,DO,18.735693,-70.162651
2255,DOM1977,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1977,40,0,No,No,No,No,1977-1981,0,0,0,0,0,DO,18.735693,-70.162651
2256,DOM1978,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1978,40,0,No,No,No,No,1977-1981,0,0,0,0,0,DO,18.735693,-70.162651
2257,DOM1979,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1979,40,0,No,No,No,No,1977-1981,0,0,0,0,0,DO,18.735693,-70.162651
2258,DOM1980,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1980,58.1,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DO,18.735693,-70.162651
2259,DOM1981,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1981,58.1,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DO,18.735693,-70.162651
2260,DOM1982,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1982,58.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DO,18.735693,-70.162651
2261,DOM1983,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1983,58.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DO,18.735693,-70.162651
2262,DOM1984,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1984,58.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DO,18.735693,-70.162651
2263,DOM1985,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1985,58.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DO,18.735693,-70.162651
2264,DOM1986,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1986,58.1,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3,DO,18.735693,-70.162651
2265,DOM1987,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1987,58.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DO,18.735693,-70.162651
2266,DOM1988,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1988,58.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DO,18.735693,-70.162651
2267,DOM1989,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1989,58.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DO,18.735693,-70.162651
2268,DOM1990,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1990,58.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DO,18.735693,-70.162651
2269,DOM1991,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1991,58.1,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3,DO,18.735693,-70.162651
2270,DOM1992,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1992,58.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DO,18.735693,-70.162651
2271,DOM1993,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1993,70,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DO,18.735693,-70.162651
2272,DOM1994,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1994,70,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DO,18.735693,-70.162651
2273,DOM1995,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1995,70,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DO,18.735693,-70.162651
2274,DOM1996,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1996,70,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3,DO,18.735693,-70.162651
2275,DOM1997,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1997,70,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DO,18.735693,-70.162651
2276,DOM1998,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1998,75.6,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DO,18.735693,-70.162651
2277,DOM1999,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1999,75.6,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DO,18.735693,-70.162651
2278,DOM2000,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2000,75.6,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DO,18.735693,-70.162651
2279,DOM2001,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2001,75.6,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3,DO,18.735693,-70.162651
2280,DOM2002,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2002,75.6,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DO,18.735693,-70.162651
2281,DOM2003,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2003,80.6,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DO,18.735693,-70.162651
2282,DOM2004,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2004,80.6,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DO,18.735693,-70.162651
2283,DOM2005,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2005,80.6,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DO,18.735693,-70.162651
2284,DOM2006,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2006,80.6,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3,DO,18.735693,-70.162651
2285,DOM2007,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,80.6,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DO,18.735693,-70.162651
2286,DOM2008,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,80.6,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DO,18.735693,-70.162651
2287,DOM2009,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,80.6,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DO,18.735693,-70.162651
2288,DOM2010,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2010,80.6,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DO,18.735693,-70.162651
2289,DOM2011,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,80.6,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3,DO,18.735693,-70.162651
2290,DOM2012,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2012,80.6,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DO,18.735693,-70.162651
2291,DOM2013,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2013,80.6,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DO,18.735693,-70.162651
2292,DOM2014,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2014,80.6,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DO,18.735693,-70.162651
2293,DOM2015,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2015,80.6,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3,DO,18.735693,-70.162651
2294,DOM2016,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2016,83.8,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4,DO,18.735693,-70.162651
2295,DOM2017,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,83.8,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DO,18.735693,-70.162651
2296,DOM2018,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2018,86.3,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DO,18.735693,-70.162651
2297,DOM2019,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2019,86.3,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DO,18.735693,-70.162651
2298,DOM2020,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2020,86.3,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DO,18.735693,-70.162651
2299,DOM2021,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2021,86.3,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4,DO,18.735693,-70.162651
2300,DZA1972,Algeria,DZA,Middle East & North Africa,Lower middle income,1972,30,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DZ,28.033886,1.659626
2301,DZA1973,Algeria,DZA,Middle East & North Africa,Lower middle income,1973,30,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DZ,28.033886,1.659626
2302,DZA1974,Algeria,DZA,Middle East & North Africa,Lower middle income,1974,30,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DZ,28.033886,1.659626
2303,DZA1975,Algeria,DZA,Middle East & North Africa,Lower middle income,1975,30,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DZ,28.033886,1.659626
2304,DZA1976,Algeria,DZA,Middle East & North Africa,Lower middle income,1976,32.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3,DZ,28.033886,1.659626
2305,DZA1977,Algeria,DZA,Middle East & North Africa,Lower middle income,1977,32.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DZ,28.033886,1.659626
2306,DZA1978,Algeria,DZA,Middle East & North Africa,Lower middle income,1978,32.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DZ,28.033886,1.659626
2307,DZA1979,Algeria,DZA,Middle East & North Africa,Lower middle income,1979,32.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DZ,28.033886,1.659626
2308,DZA1980,Algeria,DZA,Middle East & North Africa,Lower middle income,1980,32.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DZ,28.033886,1.659626
2309,DZA1981,Algeria,DZA,Middle East & North Africa,Lower middle income,1981,32.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3,DZ,28.033886,1.659626
