,ID,economy,wbcodev2,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period,sign_contract_count,register_business_count,open_bank_account_count,discrimination_credit_prohibited_count,total_law_counts
409,AUT1981,Austria,AUT,High income: OECD,High income,1981,70.6,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
410,AUT1982,Austria,AUT,High income: OECD,High income,1982,70.6,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
411,AUT1983,Austria,AUT,High income: OECD,High income,1983,70.6,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
412,AUT1984,Austria,AUT,High income: OECD,High income,1984,70.6,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
413,AUT1985,Austria,AUT,High income: OECD,High income,1985,70.6,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
414,AUT1986,Austria,AUT,High income: OECD,High income,1986,70.6,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
415,AUT1987,Austria,AUT,High income: OECD,High income,1987,70.6,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
416,AUT1988,Austria,AUT,High income: OECD,High income,1988,70.6,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
417,AUT1989,Austria,AUT,High income: OECD,High income,1989,70.6,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
418,AUT1990,Austria,AUT,High income: OECD,High income,1990,70.6,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
419,AUT1991,Austria,AUT,High income: OECD,High income,1991,70.6,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
420,AUT1992,Austria,AUT,High income: OECD,High income,1992,73.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
421,AUT1993,Austria,AUT,High income: OECD,High income,1993,73.1,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
422,AUT1994,Austria,AUT,High income: OECD,High income,1994,76.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
423,AUT1995,Austria,AUT,High income: OECD,High income,1995,76.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
424,AUT1996,Austria,AUT,High income: OECD,High income,1996,76.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
425,AUT1997,Austria,AUT,High income: OECD,High income,1997,76.3,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
426,AUT1998,Austria,AUT,High income: OECD,High income,1998,78.8,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
427,AUT1999,Austria,AUT,High income: OECD,High income,1999,78.8,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
428,AUT2000,Austria,AUT,High income: OECD,High income,2000,78.8,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
429,AUT2001,Austria,AUT,High income: OECD,High income,2001,78.8,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
430,AUT2002,Austria,AUT,High income: OECD,High income,2002,78.8,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
431,AUT2003,Austria,AUT,High income: OECD,High income,2003,78.8,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
432,AUT2004,Austria,AUT,High income: OECD,High income,2004,81.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
433,AUT2005,Austria,AUT,High income: OECD,High income,2005,81.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
434,AUT2006,Austria,AUT,High income: OECD,High income,2006,85.0,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
435,AUT2007,Austria,AUT,High income: OECD,High income,2007,85.0,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
436,AUT2008,Austria,AUT,High income: OECD,High income,2008,85.0,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
437,AUT2009,Austria,AUT,High income: OECD,High income,2009,85.0,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
438,AUT2010,Austria,AUT,High income: OECD,High income,2010,91.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
439,AUT2011,Austria,AUT,High income: OECD,High income,2011,91.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
440,AUT2012,Austria,AUT,High income: OECD,High income,2012,91.3,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
441,AUT2013,Austria,AUT,High income: OECD,High income,2013,91.3,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
442,AUT2014,Austria,AUT,High income: OECD,High income,2014,91.3,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
443,AUT2015,Austria,AUT,High income: OECD,High income,2015,94.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
444,AUT2016,Austria,AUT,High income: OECD,High income,2016,94.4,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
445,AUT2017,Austria,AUT,High income: OECD,High income,2017,94.4,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
446,AUT2018,Austria,AUT,High income: OECD,High income,2018,94.4,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
447,AUT2019,Austria,AUT,High income: OECD,High income,2019,94.4,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
448,AUT2020,Austria,AUT,High income: OECD,High income,2020,94.4,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
449,AUT2021,Austria,AUT,High income: OECD,High income,2021,96.9,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
450,AZE1972,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1972,50.0,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
451,AZE1973,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1973,61.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
452,AZE1974,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1974,61.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
453,AZE1975,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1975,61.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
454,AZE1976,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1976,61.3,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
455,AZE1977,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1977,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
456,AZE1978,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1978,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
457,AZE1979,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1979,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
458,AZE1980,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1980,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
459,AZE1981,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1981,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
460,AZE1982,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1982,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
461,AZE1983,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1983,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
462,AZE1984,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1984,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
463,AZE1985,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1985,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
464,AZE1986,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1986,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
465,AZE1987,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1987,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
466,AZE1988,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1988,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
467,AZE1989,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1989,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
468,AZE1990,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1990,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
469,AZE1991,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1991,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
470,AZE1992,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1992,61.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
471,AZE1993,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1993,61.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
472,AZE1994,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1994,64.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
473,AZE1995,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1995,64.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
474,AZE1996,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1996,64.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
475,AZE1997,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1997,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
476,AZE1998,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1998,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
477,AZE1999,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1999,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
478,AZE2000,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2000,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
479,AZE2001,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2001,66.9,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
480,AZE2002,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2002,66.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
481,AZE2003,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2003,66.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
482,AZE2004,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2004,66.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
483,AZE2005,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2005,66.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
484,AZE2006,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2006,66.9,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
485,AZE2007,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2007,66.9,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
486,AZE2008,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,76.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
487,AZE2009,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,76.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
488,AZE2010,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2010,76.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
489,AZE2011,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2011,76.3,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
490,AZE2012,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2012,78.8,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
491,AZE2013,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2013,78.8,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
492,AZE2014,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2014,78.8,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
493,AZE2015,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2015,78.8,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
494,AZE2016,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2016,78.8,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
495,AZE2017,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2017,78.8,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
496,AZE2018,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2018,78.8,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
497,AZE2019,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2019,78.8,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
498,AZE2020,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2020,78.8,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
499,AZE2021,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2021,78.8,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
500,BDI1972,Burundi,BDI,Sub-Saharan Africa,Low income,1972,45.0,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
501,BDI1973,Burundi,BDI,Sub-Saharan Africa,Low income,1973,47.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
502,BDI1974,Burundi,BDI,Sub-Saharan Africa,Low income,1974,47.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
503,BDI1975,Burundi,BDI,Sub-Saharan Africa,Low income,1975,47.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
504,BDI1976,Burundi,BDI,Sub-Saharan Africa,Low income,1976,47.5,75,Yes,Yes,Yes,No,1972-1976,1,1,1,0,3
505,BDI1977,Burundi,BDI,Sub-Saharan Africa,Low income,1977,47.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
506,BDI1978,Burundi,BDI,Sub-Saharan Africa,Low income,1978,47.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
507,BDI1979,Burundi,BDI,Sub-Saharan Africa,Low income,1979,47.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
508,BDI1980,Burundi,BDI,Sub-Saharan Africa,Low income,1980,47.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
509,BDI1981,Burundi,BDI,Sub-Saharan Africa,Low income,1981,47.5,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
510,BDI1982,Burundi,BDI,Sub-Saharan Africa,Low income,1982,47.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
511,BDI1983,Burundi,BDI,Sub-Saharan Africa,Low income,1983,47.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
512,BDI1984,Burundi,BDI,Sub-Saharan Africa,Low income,1984,47.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
513,BDI1985,Burundi,BDI,Sub-Saharan Africa,Low income,1985,47.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
514,BDI1986,Burundi,BDI,Sub-Saharan Africa,Low income,1986,47.5,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
515,BDI1987,Burundi,BDI,Sub-Saharan Africa,Low income,1987,47.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
516,BDI1988,Burundi,BDI,Sub-Saharan Africa,Low income,1988,47.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
517,BDI1989,Burundi,BDI,Sub-Saharan Africa,Low income,1989,47.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
518,BDI1990,Burundi,BDI,Sub-Saharan Africa,Low income,1990,47.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
519,BDI1991,Burundi,BDI,Sub-Saharan Africa,Low income,1991,47.5,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
520,BDI1992,Burundi,BDI,Sub-Saharan Africa,Low income,1992,47.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
521,BDI1993,Burundi,BDI,Sub-Saharan Africa,Low income,1993,47.5,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
522,BDI1994,Burundi,BDI,Sub-Saharan Africa,Low income,1994,58.8,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
523,BDI1995,Burundi,BDI,Sub-Saharan Africa,Low income,1995,64.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
524,BDI1996,Burundi,BDI,Sub-Saharan Africa,Low income,1996,64.4,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
525,BDI1997,Burundi,BDI,Sub-Saharan Africa,Low income,1997,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
526,BDI1998,Burundi,BDI,Sub-Saharan Africa,Low income,1998,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
527,BDI1999,Burundi,BDI,Sub-Saharan Africa,Low income,1999,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
528,BDI2000,Burundi,BDI,Sub-Saharan Africa,Low income,2000,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
529,BDI2001,Burundi,BDI,Sub-Saharan Africa,Low income,2001,64.4,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
530,BDI2002,Burundi,BDI,Sub-Saharan Africa,Low income,2002,64.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
531,BDI2003,Burundi,BDI,Sub-Saharan Africa,Low income,2003,64.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
532,BDI2004,Burundi,BDI,Sub-Saharan Africa,Low income,2004,64.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
533,BDI2005,Burundi,BDI,Sub-Saharan Africa,Low income,2005,64.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
534,BDI2006,Burundi,BDI,Sub-Saharan Africa,Low income,2006,64.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
535,BDI2007,Burundi,BDI,Sub-Saharan Africa,Low income,2007,64.4,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
536,BDI2008,Burundi,BDI,Sub-Saharan Africa,Low income,2008,64.4,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
537,BDI2009,Burundi,BDI,Sub-Saharan Africa,Low income,2009,64.4,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
538,BDI2010,Burundi,BDI,Sub-Saharan Africa,Low income,2010,73.1,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
539,BDI2011,Burundi,BDI,Sub-Saharan Africa,Low income,2011,73.1,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
540,BDI2012,Burundi,BDI,Sub-Saharan Africa,Low income,2012,73.1,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
541,BDI2013,Burundi,BDI,Sub-Saharan Africa,Low income,2013,73.1,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
542,BDI2014,Burundi,BDI,Sub-Saharan Africa,Low income,2014,73.1,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
543,BDI2015,Burundi,BDI,Sub-Saharan Africa,Low income,2015,73.1,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
544,BDI2016,Burundi,BDI,Sub-Saharan Africa,Low income,2016,73.1,75,Yes,Yes,Yes,No,2012-2016,1,1,1,0,3
545,BDI2017,Burundi,BDI,Sub-Saharan Africa,Low income,2017,73.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
546,BDI2018,Burundi,BDI,Sub-Saharan Africa,Low income,2018,73.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
547,BDI2019,Burundi,BDI,Sub-Saharan Africa,Low income,2019,73.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
548,BDI2020,Burundi,BDI,Sub-Saharan Africa,Low income,2020,73.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
549,BDI2021,Burundi,BDI,Sub-Saharan Africa,Low income,2021,73.1,75,Yes,Yes,Yes,No,2017-2021,1,1,1,0,3
550,BEL1972,Belgium,BEL,High income: OECD,High income,1972,38.1,0,No,No,No,No,1972-1976,0,0,0,0,0
551,BEL1973,Belgium,BEL,High income: OECD,High income,1973,40.6,0,No,No,No,No,1972-1976,0,0,0,0,0
552,BEL1974,Belgium,BEL,High income: OECD,High income,1974,40.6,0,No,No,No,No,1972-1976,0,0,0,0,0
553,BEL1975,Belgium,BEL,High income: OECD,High income,1975,40.6,0,No,No,No,No,1972-1976,0,0,0,0,0
554,BEL1976,Belgium,BEL,High income: OECD,High income,1976,40.6,0,No,No,No,No,1972-1976,0,0,0,0,0
555,BEL1977,Belgium,BEL,High income: OECD,High income,1977,40.6,0,No,No,No,No,1977-1981,0,0,0,0,0
556,BEL1978,Belgium,BEL,High income: OECD,High income,1978,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
557,BEL1979,Belgium,BEL,High income: OECD,High income,1979,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
558,BEL1980,Belgium,BEL,High income: OECD,High income,1980,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
559,BEL1981,Belgium,BEL,High income: OECD,High income,1981,61.3,75,Yes,Yes,Yes,No,1977-1981,1,1,1,0,3
560,BEL1982,Belgium,BEL,High income: OECD,High income,1982,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
561,BEL1983,Belgium,BEL,High income: OECD,High income,1983,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
562,BEL1984,Belgium,BEL,High income: OECD,High income,1984,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
563,BEL1985,Belgium,BEL,High income: OECD,High income,1985,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
564,BEL1986,Belgium,BEL,High income: OECD,High income,1986,61.3,75,Yes,Yes,Yes,No,1982-1986,1,1,1,0,3
565,BEL1987,Belgium,BEL,High income: OECD,High income,1987,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
566,BEL1988,Belgium,BEL,High income: OECD,High income,1988,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
567,BEL1989,Belgium,BEL,High income: OECD,High income,1989,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
568,BEL1990,Belgium,BEL,High income: OECD,High income,1990,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
569,BEL1991,Belgium,BEL,High income: OECD,High income,1991,61.3,75,Yes,Yes,Yes,No,1987-1991,1,1,1,0,3
570,BEL1992,Belgium,BEL,High income: OECD,High income,1992,61.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
571,BEL1993,Belgium,BEL,High income: OECD,High income,1993,61.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
572,BEL1994,Belgium,BEL,High income: OECD,High income,1994,61.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
573,BEL1995,Belgium,BEL,High income: OECD,High income,1995,61.3,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
574,BEL1996,Belgium,BEL,High income: OECD,High income,1996,63.8,75,Yes,Yes,Yes,No,1992-1996,1,1,1,0,3
575,BEL1997,Belgium,BEL,High income: OECD,High income,1997,63.8,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
576,BEL1998,Belgium,BEL,High income: OECD,High income,1998,70.0,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
577,BEL1999,Belgium,BEL,High income: OECD,High income,1999,72.5,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
578,BEL2000,Belgium,BEL,High income: OECD,High income,2000,75.6,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
579,BEL2001,Belgium,BEL,High income: OECD,High income,2001,75.6,75,Yes,Yes,Yes,No,1997-2001,1,1,1,0,3
580,BEL2002,Belgium,BEL,High income: OECD,High income,2002,75.6,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
581,BEL2003,Belgium,BEL,High income: OECD,High income,2003,75.6,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
582,BEL2004,Belgium,BEL,High income: OECD,High income,2004,84.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
583,BEL2005,Belgium,BEL,High income: OECD,High income,2005,84.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
584,BEL2006,Belgium,BEL,High income: OECD,High income,2006,84.4,75,Yes,Yes,Yes,No,2002-2006,1,1,1,0,3
585,BEL2007,Belgium,BEL,High income: OECD,High income,2007,84.4,75,Yes,Yes,Yes,No,2007-2011,1,1,1,0,3
586,BEL2008,Belgium,BEL,High income: OECD,High income,2008,87.5,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
587,BEL2009,Belgium,BEL,High income: OECD,High income,2009,87.5,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
588,BEL2010,Belgium,BEL,High income: OECD,High income,2010,93.8,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
589,BEL2011,Belgium,BEL,High income: OECD,High income,2011,93.8,100,Yes,Yes,Yes,Yes,2007-2011,1,1,1,1,4
590,BEL2012,Belgium,BEL,High income: OECD,High income,2012,100.0,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
591,BEL2013,Belgium,BEL,High income: OECD,High income,2013,100.0,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
592,BEL2014,Belgium,BEL,High income: OECD,High income,2014,100.0,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
593,BEL2015,Belgium,BEL,High income: OECD,High income,2015,100.0,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
594,BEL2016,Belgium,BEL,High income: OECD,High income,2016,100.0,100,Yes,Yes,Yes,Yes,2012-2016,1,1,1,1,4
595,BEL2017,Belgium,BEL,High income: OECD,High income,2017,100.0,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
596,BEL2018,Belgium,BEL,High income: OECD,High income,2018,100.0,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
597,BEL2019,Belgium,BEL,High income: OECD,High income,2019,100.0,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
598,BEL2020,Belgium,BEL,High income: OECD,High income,2020,100.0,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
599,BEL2021,Belgium,BEL,High income: OECD,High income,2021,100.0,100,Yes,Yes,Yes,Yes,2017-2021,1,1,1,1,4
600,BEN1972,Benin,BEN,Sub-Saharan Africa,Lower middle income,1972,28.1,50,Yes,Yes,No,No,1972-1976,1,1,0,0,2
601,BEN1973,Benin,BEN,Sub-Saharan Africa,Lower middle income,1973,28.1,50,Yes,Yes,No,No,1972-1976,1,1,0,0,2
602,BEN1974,Benin,BEN,Sub-Saharan Africa,Lower middle income,1974,37.5,50,Yes,Yes,No,No,1972-1976,1,1,0,0,2
603,BEN1975,Benin,BEN,Sub-Saharan Africa,Lower middle income,1975,40.0,50,Yes,Yes,No,No,1972-1976,1,1,0,0,2
604,BEN1976,Benin,BEN,Sub-Saharan Africa,Lower middle income,1976,40.0,50,Yes,Yes,No,No,1972-1976,1,1,0,0,2
605,BEN1977,Benin,BEN,Sub-Saharan Africa,Lower middle income,1977,40.0,50,Yes,Yes,No,No,1977-1981,1,1,0,0,2
