,Unnamed: 0,ID,economy,wbcodev2,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period
2977,2977,GBR1990,United Kingdom,GBR,High income: OECD,High income,1990,78.1,100,Yes,Yes,Yes,Yes,1987-1991
2978,2978,GBR1991,United Kingdom,GBR,High income: OECD,High income,1991,78.1,100,Yes,Yes,Yes,Yes,1987-1991
2979,2979,GBR1992,United Kingdom,GBR,High income: OECD,High income,1992,78.1,100,Yes,Yes,Yes,Yes,1992-1996
2980,2980,GBR1993,United Kingdom,GBR,High income: OECD,High income,1993,78.1,100,Yes,Yes,Yes,Yes,1992-1996
2981,2981,GBR1994,United Kingdom,GBR,High income: OECD,High income,1994,78.1,100,Yes,Yes,Yes,Yes,1992-1996
2982,2982,GBR1995,United Kingdom,GBR,High income: OECD,High income,1995,78.1,100,Yes,Yes,Yes,Yes,1992-1996
2983,2983,GBR1996,United Kingdom,GBR,High income: OECD,High income,1996,78.1,100,Yes,Yes,Yes,Yes,1992-1996
2984,2984,GBR1997,United Kingdom,GBR,High income: OECD,High income,1997,81.3,100,Yes,Yes,Yes,Yes,1997-2001
2985,2985,GBR1998,United Kingdom,GBR,High income: OECD,High income,1998,83.8,100,Yes,Yes,Yes,Yes,1997-2001
2986,2986,GBR1999,United Kingdom,GBR,High income: OECD,High income,1999,83.8,100,Yes,Yes,Yes,Yes,1997-2001
2987,2987,GBR2000,United Kingdom,GBR,High income: OECD,High income,2000,83.8,100,Yes,Yes,Yes,Yes,1997-2001
2988,2988,GBR2001,United Kingdom,GBR,High income: OECD,High income,2001,86.3,100,Yes,Yes,Yes,Yes,1997-2001
2989,2989,GBR2002,United Kingdom,GBR,High income: OECD,High income,2002,86.3,100,Yes,Yes,Yes,Yes,2002-2006
2990,2990,GBR2003,United Kingdom,GBR,High income: OECD,High income,2003,86.3,100,Yes,Yes,Yes,Yes,2002-2006
2991,2991,GBR2004,United Kingdom,GBR,High income: OECD,High income,2004,88.8,100,Yes,Yes,Yes,Yes,2002-2006
2992,2992,GBR2005,United Kingdom,GBR,High income: OECD,High income,2005,88.8,100,Yes,Yes,Yes,Yes,2002-2006
2993,2993,GBR2006,United Kingdom,GBR,High income: OECD,High income,2006,88.8,100,Yes,Yes,Yes,Yes,2002-2006
2994,2994,GBR2007,United Kingdom,GBR,High income: OECD,High income,2007,91.9,100,Yes,Yes,Yes,Yes,2007-2011
2995,2995,GBR2008,United Kingdom,GBR,High income: OECD,High income,2008,91.9,100,Yes,Yes,Yes,Yes,2007-2011
2996,2996,GBR2009,United Kingdom,GBR,High income: OECD,High income,2009,91.9,100,Yes,Yes,Yes,Yes,2007-2011
2997,2997,GBR2010,United Kingdom,GBR,High income: OECD,High income,2010,91.9,100,Yes,Yes,Yes,Yes,2007-2011
2998,2998,GBR2011,United Kingdom,GBR,High income: OECD,High income,2011,95.0,100,Yes,Yes,Yes,Yes,2007-2011
2999,2999,GBR2012,United Kingdom,GBR,High income: OECD,High income,2012,95.0,100,Yes,Yes,Yes,Yes,2012-2016
3000,3000,GBR2013,United Kingdom,GBR,High income: OECD,High income,2013,95.0,100,Yes,Yes,Yes,Yes,2012-2016
3001,3001,GBR2014,United Kingdom,GBR,High income: OECD,High income,2014,95.0,100,Yes,Yes,Yes,Yes,2012-2016
3002,3002,GBR2015,United Kingdom,GBR,High income: OECD,High income,2015,95.0,100,Yes,Yes,Yes,Yes,2012-2016
3003,3003,GBR2016,United Kingdom,GBR,High income: OECD,High income,2016,97.5,100,Yes,Yes,Yes,Yes,2012-2016
3004,3004,GBR2017,United Kingdom,GBR,High income: OECD,High income,2017,97.5,100,Yes,Yes,Yes,Yes,2017-2021
3005,3005,GBR2018,United Kingdom,GBR,High income: OECD,High income,2018,97.5,100,Yes,Yes,Yes,Yes,2017-2021
3006,3006,GBR2019,United Kingdom,GBR,High income: OECD,High income,2019,97.5,100,Yes,Yes,Yes,Yes,2017-2021
3007,3007,GBR2020,United Kingdom,GBR,High income: OECD,High income,2020,97.5,100,Yes,Yes,Yes,Yes,2017-2021
3008,3008,GBR2021,United Kingdom,GBR,High income: OECD,High income,2021,97.5,100,Yes,Yes,Yes,Yes,2017-2021
3010,3010,GEO1972,Georgia,GEO,Europe & Central Asia,Upper middle income,1972,50.0,75,Yes,Yes,Yes,No,1972-1976
3011,3011,GEO1973,Georgia,GEO,Europe & Central Asia,Upper middle income,1973,52.5,75,Yes,Yes,Yes,No,1972-1976
3012,3012,GEO1974,Georgia,GEO,Europe & Central Asia,Upper middle income,1974,52.5,75,Yes,Yes,Yes,No,1972-1976
3013,3013,GEO1975,Georgia,GEO,Europe & Central Asia,Upper middle income,1975,61.3,75,Yes,Yes,Yes,No,1972-1976
3014,3014,GEO1976,Georgia,GEO,Europe & Central Asia,Upper middle income,1976,61.3,75,Yes,Yes,Yes,No,1972-1976
3015,3015,GEO1977,Georgia,GEO,Europe & Central Asia,Upper middle income,1977,61.3,75,Yes,Yes,Yes,No,1977-1981
3016,3016,GEO1978,Georgia,GEO,Europe & Central Asia,Upper middle income,1978,61.3,75,Yes,Yes,Yes,No,1977-1981
3017,3017,GEO1979,Georgia,GEO,Europe & Central Asia,Upper middle income,1979,61.3,75,Yes,Yes,Yes,No,1977-1981
3018,3018,GEO1980,Georgia,GEO,Europe & Central Asia,Upper middle income,1980,61.3,75,Yes,Yes,Yes,No,1977-1981
3019,3019,GEO1981,Georgia,GEO,Europe & Central Asia,Upper middle income,1981,61.3,75,Yes,Yes,Yes,No,1977-1981
3020,3020,GEO1982,Georgia,GEO,Europe & Central Asia,Upper middle income,1982,61.3,75,Yes,Yes,Yes,No,1982-1986
3021,3021,GEO1983,Georgia,GEO,Europe & Central Asia,Upper middle income,1983,61.3,75,Yes,Yes,Yes,No,1982-1986
3022,3022,GEO1984,Georgia,GEO,Europe & Central Asia,Upper middle income,1984,61.3,75,Yes,Yes,Yes,No,1982-1986
3023,3023,GEO1985,Georgia,GEO,Europe & Central Asia,Upper middle income,1985,61.3,75,Yes,Yes,Yes,No,1982-1986
3024,3024,GEO1986,Georgia,GEO,Europe & Central Asia,Upper middle income,1986,61.3,75,Yes,Yes,Yes,No,1982-1986
3025,3025,GEO1987,Georgia,GEO,Europe & Central Asia,Upper middle income,1987,61.3,75,Yes,Yes,Yes,No,1987-1991
3026,3026,GEO1988,Georgia,GEO,Europe & Central Asia,Upper middle income,1988,61.3,75,Yes,Yes,Yes,No,1987-1991
3027,3027,GEO1989,Georgia,GEO,Europe & Central Asia,Upper middle income,1989,61.3,75,Yes,Yes,Yes,No,1987-1991
3028,3028,GEO1990,Georgia,GEO,Europe & Central Asia,Upper middle income,1990,61.3,75,Yes,Yes,Yes,No,1987-1991
3029,3029,GEO1991,Georgia,GEO,Europe & Central Asia,Upper middle income,1991,61.3,75,Yes,Yes,Yes,No,1987-1991
3030,3030,GEO1992,Georgia,GEO,Europe & Central Asia,Upper middle income,1992,61.3,75,Yes,Yes,Yes,No,1992-1996
3031,3031,GEO1993,Georgia,GEO,Europe & Central Asia,Upper middle income,1993,61.3,75,Yes,Yes,Yes,No,1992-1996
3032,3032,GEO1994,Georgia,GEO,Europe & Central Asia,Upper middle income,1994,61.3,75,Yes,Yes,Yes,No,1992-1996
3033,3033,GEO1995,Georgia,GEO,Europe & Central Asia,Upper middle income,1995,61.3,75,Yes,Yes,Yes,No,1992-1996
3034,3034,GEO1996,Georgia,GEO,Europe & Central Asia,Upper middle income,1996,61.3,75,Yes,Yes,Yes,No,1992-1996
3035,3035,GEO1997,Georgia,GEO,Europe & Central Asia,Upper middle income,1997,61.3,75,Yes,Yes,Yes,No,1997-2001
3036,3036,GEO1998,Georgia,GEO,Europe & Central Asia,Upper middle income,1998,61.3,75,Yes,Yes,Yes,No,1997-2001
3037,3037,GEO1999,Georgia,GEO,Europe & Central Asia,Upper middle income,1999,61.3,75,Yes,Yes,Yes,No,1997-2001
3038,3038,GEO2000,Georgia,GEO,Europe & Central Asia,Upper middle income,2000,61.3,75,Yes,Yes,Yes,No,1997-2001
3039,3039,GEO2001,Georgia,GEO,Europe & Central Asia,Upper middle income,2001,61.3,75,Yes,Yes,Yes,No,1997-2001
3040,3040,GEO2002,Georgia,GEO,Europe & Central Asia,Upper middle income,2002,61.3,75,Yes,Yes,Yes,No,2002-2006
3041,3041,GEO2003,Georgia,GEO,Europe & Central Asia,Upper middle income,2003,61.3,75,Yes,Yes,Yes,No,2002-2006
3042,3042,GEO2004,Georgia,GEO,Europe & Central Asia,Upper middle income,2004,61.3,75,Yes,Yes,Yes,No,2002-2006
3043,3043,GEO2005,Georgia,GEO,Europe & Central Asia,Upper middle income,2005,64.4,75,Yes,Yes,Yes,No,2002-2006
3044,3044,GEO2006,Georgia,GEO,Europe & Central Asia,Upper middle income,2006,64.4,75,Yes,Yes,Yes,No,2002-2006
3045,3045,GEO2007,Georgia,GEO,Europe & Central Asia,Upper middle income,2007,66.9,75,Yes,Yes,Yes,No,2007-2011
3046,3046,GEO2008,Georgia,GEO,Europe & Central Asia,Upper middle income,2008,66.9,75,Yes,Yes,Yes,No,2007-2011
3047,3047,GEO2009,Georgia,GEO,Europe & Central Asia,Upper middle income,2009,66.9,75,Yes,Yes,Yes,No,2007-2011
3048,3048,GEO2010,Georgia,GEO,Europe & Central Asia,Upper middle income,2010,66.9,75,Yes,Yes,Yes,No,2007-2011
3049,3049,GEO2011,Georgia,GEO,Europe & Central Asia,Upper middle income,2011,70.0,75,Yes,Yes,Yes,No,2007-2011
3050,3050,GEO2012,Georgia,GEO,Europe & Central Asia,Upper middle income,2012,70.0,75,Yes,Yes,Yes,No,2012-2016
3051,3051,GEO2013,Georgia,GEO,Europe & Central Asia,Upper middle income,2013,70.0,75,Yes,Yes,Yes,No,2012-2016
3052,3052,GEO2014,Georgia,GEO,Europe & Central Asia,Upper middle income,2014,73.1,75,Yes,Yes,Yes,No,2012-2016
3053,3053,GEO2015,Georgia,GEO,Europe & Central Asia,Upper middle income,2015,79.4,75,Yes,Yes,Yes,No,2012-2016
3054,3054,GEO2016,Georgia,GEO,Europe & Central Asia,Upper middle income,2016,79.4,75,Yes,Yes,Yes,No,2012-2016
3055,3055,GEO2017,Georgia,GEO,Europe & Central Asia,Upper middle income,2017,79.4,75,Yes,Yes,Yes,No,2017-2021
3056,3056,GEO2018,Georgia,GEO,Europe & Central Asia,Upper middle income,2018,79.4,75,Yes,Yes,Yes,No,2017-2021
3057,3057,GEO2019,Georgia,GEO,Europe & Central Asia,Upper middle income,2019,79.4,75,Yes,Yes,Yes,No,2017-2021
3058,3058,GEO2020,Georgia,GEO,Europe & Central Asia,Upper middle income,2020,85.6,100,Yes,Yes,Yes,Yes,2017-2021
3059,3059,GEO2021,Georgia,GEO,Europe & Central Asia,Upper middle income,2021,85.6,100,Yes,Yes,Yes,Yes,2017-2021
3061,3061,GHA1972,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1972,46.3,75,Yes,Yes,Yes,No,1972-1976
3062,3062,GHA1973,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1973,49.4,75,Yes,Yes,Yes,No,1972-1976
3063,3063,GHA1974,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1974,49.4,75,Yes,Yes,Yes,No,1972-1976
3064,3064,GHA1975,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1975,49.4,75,Yes,Yes,Yes,No,1972-1976
3065,3065,GHA1976,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1976,49.4,75,Yes,Yes,Yes,No,1972-1976
3066,3066,GHA1977,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1977,49.4,75,Yes,Yes,Yes,No,1977-1981
3067,3067,GHA1978,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1978,49.4,75,Yes,Yes,Yes,No,1977-1981
3068,3068,GHA1979,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1979,49.4,75,Yes,Yes,Yes,No,1977-1981
3069,3069,GHA1980,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1980,49.4,75,Yes,Yes,Yes,No,1977-1981
3070,3070,GHA1981,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1981,49.4,75,Yes,Yes,Yes,No,1977-1981
3071,3071,GHA1982,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1982,49.4,75,Yes,Yes,Yes,No,1982-1986
3072,3072,GHA1983,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1983,49.4,75,Yes,Yes,Yes,No,1982-1986
3073,3073,GHA1984,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1984,49.4,75,Yes,Yes,Yes,No,1982-1986
3074,3074,GHA1985,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1985,49.4,75,Yes,Yes,Yes,No,1982-1986
3075,3075,GHA1986,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1986,49.4,75,Yes,Yes,Yes,No,1982-1986
3076,3076,GHA1987,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1987,54.4,75,Yes,Yes,Yes,No,1987-1991
3077,3077,GHA1988,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1988,54.4,75,Yes,Yes,Yes,No,1987-1991
3078,3078,GHA1989,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1989,54.4,75,Yes,Yes,Yes,No,1987-1991
3079,3079,GHA1990,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1990,54.4,75,Yes,Yes,Yes,No,1987-1991
3080,3080,GHA1991,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1991,54.4,75,Yes,Yes,Yes,No,1987-1991
3081,3081,GHA1992,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1992,57.5,75,Yes,Yes,Yes,No,1992-1996
3082,3082,GHA1993,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1993,57.5,75,Yes,Yes,Yes,No,1992-1996
3083,3083,GHA1994,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1994,57.5,75,Yes,Yes,Yes,No,1992-1996
3084,3084,GHA1995,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1995,57.5,75,Yes,Yes,Yes,No,1992-1996
3085,3085,GHA1996,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1996,57.5,75,Yes,Yes,Yes,No,1992-1996
3086,3086,GHA1997,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1997,57.5,75,Yes,Yes,Yes,No,1997-2001
3087,3087,GHA1998,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1998,57.5,75,Yes,Yes,Yes,No,1997-2001
3088,3088,GHA1999,Ghana,GHA,Sub-Saharan Africa,Lower middle income,1999,57.5,75,Yes,Yes,Yes,No,1997-2001
3089,3089,GHA2000,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2000,57.5,75,Yes,Yes,Yes,No,1997-2001
3090,3090,GHA2001,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2001,57.5,75,Yes,Yes,Yes,No,1997-2001
3091,3091,GHA2002,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2002,57.5,75,Yes,Yes,Yes,No,2002-2006
3092,3092,GHA2003,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2003,57.5,75,Yes,Yes,Yes,No,2002-2006
3093,3093,GHA2004,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2004,57.5,75,Yes,Yes,Yes,No,2002-2006
3094,3094,GHA2005,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2005,72.5,75,Yes,Yes,Yes,No,2002-2006
3095,3095,GHA2006,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2006,72.5,75,Yes,Yes,Yes,No,2002-2006
3096,3096,GHA2007,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2007,72.5,75,Yes,Yes,Yes,No,2007-2011
3097,3097,GHA2008,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,75.0,75,Yes,Yes,Yes,No,2007-2011
3098,3098,GHA2009,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,75.0,75,Yes,Yes,Yes,No,2007-2011
3099,3099,GHA2010,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2010,75.0,75,Yes,Yes,Yes,No,2007-2011
3100,3100,GHA2011,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2011,75.0,75,Yes,Yes,Yes,No,2007-2011
3101,3101,GHA2012,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2012,75.0,75,Yes,Yes,Yes,No,2012-2016
3102,3102,GHA2013,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2013,75.0,75,Yes,Yes,Yes,No,2012-2016
3103,3103,GHA2014,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2014,75.0,75,Yes,Yes,Yes,No,2012-2016
3104,3104,GHA2015,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2015,75.0,75,Yes,Yes,Yes,No,2012-2016
3105,3105,GHA2016,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2016,75.0,75,Yes,Yes,Yes,No,2012-2016
3106,3106,GHA2017,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2017,75.0,75,Yes,Yes,Yes,No,2017-2021
3107,3107,GHA2018,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2018,75.0,75,Yes,Yes,Yes,No,2017-2021
3108,3108,GHA2019,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2019,75.0,75,Yes,Yes,Yes,No,2017-2021
3109,3109,GHA2020,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2020,75.0,75,Yes,Yes,Yes,No,2017-2021
3110,3110,GHA2021,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2021,75.0,75,Yes,Yes,Yes,No,2017-2021
3112,3112,GIN1972,Guinea,GIN,Sub-Saharan Africa,Low income,1972,41.3,75,Yes,Yes,Yes,No,1972-1976
3113,3113,GIN1973,Guinea,GIN,Sub-Saharan Africa,Low income,1973,41.3,75,Yes,Yes,Yes,No,1972-1976
3114,3114,GIN1974,Guinea,GIN,Sub-Saharan Africa,Low income,1974,41.3,75,Yes,Yes,Yes,No,1972-1976
3115,3115,GIN1975,Guinea,GIN,Sub-Saharan Africa,Low income,1975,41.3,75,Yes,Yes,Yes,No,1972-1976
3116,3116,GIN1976,Guinea,GIN,Sub-Saharan Africa,Low income,1976,41.3,75,Yes,Yes,Yes,No,1972-1976
3117,3117,GIN1977,Guinea,GIN,Sub-Saharan Africa,Low income,1977,41.3,75,Yes,Yes,Yes,No,1977-1981
3118,3118,GIN1978,Guinea,GIN,Sub-Saharan Africa,Low income,1978,41.3,75,Yes,Yes,Yes,No,1977-1981
3119,3119,GIN1979,Guinea,GIN,Sub-Saharan Africa,Low income,1979,41.3,75,Yes,Yes,Yes,No,1977-1981
3120,3120,GIN1980,Guinea,GIN,Sub-Saharan Africa,Low income,1980,41.3,75,Yes,Yes,Yes,No,1977-1981
3121,3121,GIN1981,Guinea,GIN,Sub-Saharan Africa,Low income,1981,41.3,75,Yes,Yes,Yes,No,1977-1981
3122,3122,GIN1982,Guinea,GIN,Sub-Saharan Africa,Low income,1982,41.3,75,Yes,Yes,Yes,No,1982-1986
3123,3123,GIN1983,Guinea,GIN,Sub-Saharan Africa,Low income,1983,41.3,75,Yes,Yes,Yes,No,1982-1986
3124,3124,GIN1984,Guinea,GIN,Sub-Saharan Africa,Low income,1984,41.3,75,Yes,Yes,Yes,No,1982-1986
3125,3125,GIN1985,Guinea,GIN,Sub-Saharan Africa,Low income,1985,41.3,75,Yes,Yes,Yes,No,1982-1986
3126,3126,GIN1986,Guinea,GIN,Sub-Saharan Africa,Low income,1986,41.3,75,Yes,Yes,Yes,No,1982-1986
3127,3127,GIN1987,Guinea,GIN,Sub-Saharan Africa,Low income,1987,41.3,75,Yes,Yes,Yes,No,1987-1991
3128,3128,GIN1988,Guinea,GIN,Sub-Saharan Africa,Low income,1988,41.3,75,Yes,Yes,Yes,No,1987-1991
3129,3129,GIN1989,Guinea,GIN,Sub-Saharan Africa,Low income,1989,46.9,75,Yes,Yes,Yes,No,1987-1991
3130,3130,GIN1990,Guinea,GIN,Sub-Saharan Africa,Low income,1990,46.9,75,Yes,Yes,Yes,No,1987-1991
3131,3131,GIN1991,Guinea,GIN,Sub-Saharan Africa,Low income,1991,46.9,75,Yes,Yes,Yes,No,1987-1991
3132,3132,GIN1992,Guinea,GIN,Sub-Saharan Africa,Low income,1992,46.9,75,Yes,Yes,Yes,No,1992-1996
3133,3133,GIN1993,Guinea,GIN,Sub-Saharan Africa,Low income,1993,46.9,75,Yes,Yes,Yes,No,1992-1996
3134,3134,GIN1994,Guinea,GIN,Sub-Saharan Africa,Low income,1994,46.9,75,Yes,Yes,Yes,No,1992-1996
3135,3135,GIN1995,Guinea,GIN,Sub-Saharan Africa,Low income,1995,46.9,75,Yes,Yes,Yes,No,1992-1996
3136,3136,GIN1996,Guinea,GIN,Sub-Saharan Africa,Low income,1996,46.9,75,Yes,Yes,Yes,No,1992-1996
3137,3137,GIN1997,Guinea,GIN,Sub-Saharan Africa,Low income,1997,46.9,75,Yes,Yes,Yes,No,1997-2001
3138,3138,GIN1998,Guinea,GIN,Sub-Saharan Africa,Low income,1998,46.9,75,Yes,Yes,Yes,No,1997-2001
3139,3139,GIN1999,Guinea,GIN,Sub-Saharan Africa,Low income,1999,46.9,75,Yes,Yes,Yes,No,1997-2001
3140,3140,GIN2000,Guinea,GIN,Sub-Saharan Africa,Low income,2000,46.9,75,Yes,Yes,Yes,No,1997-2001
3141,3141,GIN2001,Guinea,GIN,Sub-Saharan Africa,Low income,2001,46.9,75,Yes,Yes,Yes,No,1997-2001
3142,3142,GIN2002,Guinea,GIN,Sub-Saharan Africa,Low income,2002,46.9,75,Yes,Yes,Yes,No,2002-2006
3143,3143,GIN2003,Guinea,GIN,Sub-Saharan Africa,Low income,2003,46.9,75,Yes,Yes,Yes,No,2002-2006
3144,3144,GIN2004,Guinea,GIN,Sub-Saharan Africa,Low income,2004,46.9,75,Yes,Yes,Yes,No,2002-2006
3145,3145,GIN2005,Guinea,GIN,Sub-Saharan Africa,Low income,2005,46.9,75,Yes,Yes,Yes,No,2002-2006
3146,3146,GIN2006,Guinea,GIN,Sub-Saharan Africa,Low income,2006,46.9,75,Yes,Yes,Yes,No,2002-2006
3147,3147,GIN2007,Guinea,GIN,Sub-Saharan Africa,Low income,2007,46.9,75,Yes,Yes,Yes,No,2007-2011
3148,3148,GIN2008,Guinea,GIN,Sub-Saharan Africa,Low income,2008,46.9,75,Yes,Yes,Yes,No,2007-2011
3149,3149,GIN2009,Guinea,GIN,Sub-Saharan Africa,Low income,2009,46.9,75,Yes,Yes,Yes,No,2007-2011
3150,3150,GIN2010,Guinea,GIN,Sub-Saharan Africa,Low income,2010,46.9,75,Yes,Yes,Yes,No,2007-2011
3151,3151,GIN2011,Guinea,GIN,Sub-Saharan Africa,Low income,2011,46.9,75,Yes,Yes,Yes,No,2007-2011
3152,3152,GIN2012,Guinea,GIN,Sub-Saharan Africa,Low income,2012,46.9,75,Yes,Yes,Yes,No,2012-2016
3153,3153,GIN2013,Guinea,GIN,Sub-Saharan Africa,Low income,2013,46.9,75,Yes,Yes,Yes,No,2012-2016
3154,3154,GIN2014,Guinea,GIN,Sub-Saharan Africa,Low income,2014,46.9,75,Yes,Yes,Yes,No,2012-2016
3155,3155,GIN2015,Guinea,GIN,Sub-Saharan Africa,Low income,2015,61.9,75,Yes,Yes,Yes,No,2012-2016
3156,3156,GIN2016,Guinea,GIN,Sub-Saharan Africa,Low income,2016,61.9,75,Yes,Yes,Yes,No,2012-2016
3157,3157,GIN2017,Guinea,GIN,Sub-Saharan Africa,Low income,2017,61.9,75,Yes,Yes,Yes,No,2017-2021
3158,3158,GIN2018,Guinea,GIN,Sub-Saharan Africa,Low income,2018,65.0,100,Yes,Yes,Yes,Yes,2017-2021
3159,3159,GIN2019,Guinea,GIN,Sub-Saharan Africa,Low income,2019,65.0,100,Yes,Yes,Yes,Yes,2017-2021
3160,3160,GIN2020,Guinea,GIN,Sub-Saharan Africa,Low income,2020,76.3,100,Yes,Yes,Yes,Yes,2017-2021
3161,3161,GIN2021,Guinea,GIN,Sub-Saharan Africa,Low income,2021,76.3,100,Yes,Yes,Yes,Yes,2017-2021
3163,3163,GMB1972,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1972,49.4,75,Yes,Yes,Yes,No,1972-1976
3164,3164,GMB1973,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1973,49.4,75,Yes,Yes,Yes,No,1972-1976
3165,3165,GMB1974,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1974,49.4,75,Yes,Yes,Yes,No,1972-1976
3166,3166,GMB1975,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1975,49.4,75,Yes,Yes,Yes,No,1972-1976
3167,3167,GMB1976,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1976,49.4,75,Yes,Yes,Yes,No,1972-1976
3168,3168,GMB1977,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1977,49.4,75,Yes,Yes,Yes,No,1977-1981
3169,3169,GMB1978,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1978,49.4,75,Yes,Yes,Yes,No,1977-1981
3170,3170,GMB1979,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1979,55.6,75,Yes,Yes,Yes,No,1977-1981
3171,3171,GMB1980,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1980,55.6,75,Yes,Yes,Yes,No,1977-1981
3172,3172,GMB1981,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1981,55.6,75,Yes,Yes,Yes,No,1977-1981
3173,3173,GMB1982,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1982,55.6,75,Yes,Yes,Yes,No,1982-1986
3174,3174,GMB1983,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1983,55.6,75,Yes,Yes,Yes,No,1982-1986
3175,3175,GMB1984,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1984,55.6,75,Yes,Yes,Yes,No,1982-1986
3176,3176,GMB1985,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1985,55.6,75,Yes,Yes,Yes,No,1982-1986
3177,3177,GMB1986,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1986,55.6,75,Yes,Yes,Yes,No,1982-1986
3178,3178,GMB1987,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1987,55.6,75,Yes,Yes,Yes,No,1987-1991
3179,3179,GMB1988,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1988,58.8,75,Yes,Yes,Yes,No,1987-1991
3180,3180,GMB1989,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1989,58.8,75,Yes,Yes,Yes,No,1987-1991
3181,3181,GMB1990,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1990,58.8,75,Yes,Yes,Yes,No,1987-1991
3182,3182,GMB1991,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1991,58.8,75,Yes,Yes,Yes,No,1987-1991
3183,3183,GMB1992,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1992,58.8,75,Yes,Yes,Yes,No,1992-1996
3184,3184,GMB1993,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1993,58.8,75,Yes,Yes,Yes,No,1992-1996
3185,3185,GMB1994,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1994,58.8,75,Yes,Yes,Yes,No,1992-1996
3186,3186,GMB1995,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1995,58.8,75,Yes,Yes,Yes,No,1992-1996
3187,3187,GMB1996,"Gambia, The",GMB,Sub-Saharan Africa,Low income,1996,58.8,75,Yes,Yes,Yes,No,1992-1996
