,ID,economy,wbcodev2,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited
1208,BRB2006,Barbados,BRB,Latin America & Caribbean,High income,2006,70.6,75,Yes,Yes,Yes,No
1209,BRB2007,Barbados,BRB,Latin America & Caribbean,High income,2007,70.6,75,Yes,Yes,Yes,No
1210,BRB2008,Barbados,BRB,Latin America & Caribbean,High income,2008,70.6,75,Yes,Yes,Yes,No
1211,BRB2009,Barbados,BRB,Latin America & Caribbean,High income,2009,70.6,75,Yes,Yes,Yes,No
1212,BRB2010,Barbados,BRB,Latin America & Caribbean,High income,2010,70.6,75,Yes,Yes,Yes,No
1213,BRB2011,Barbados,BRB,Latin America & Caribbean,High income,2011,70.6,75,Yes,Yes,Yes,No
1214,BRB2012,Barbados,BRB,Latin America & Caribbean,High income,2012,70.6,75,Yes,Yes,Yes,No
1215,BRB2013,Barbados,BRB,Latin America & Caribbean,High income,2013,70.6,75,Yes,Yes,Yes,No
1216,BRB2014,Barbados,BRB,Latin America & Caribbean,High income,2014,70.6,75,Yes,Yes,Yes,No
1217,BRB2015,Barbados,BRB,Latin America & Caribbean,High income,2015,70.6,75,Yes,Yes,Yes,No
1218,BRB2016,Barbados,BRB,Latin America & Caribbean,High income,2016,70.6,75,Yes,Yes,Yes,No
1219,BRB2017,Barbados,BRB,Latin America & Caribbean,High income,2017,70.6,75,Yes,Yes,Yes,No
1220,BRB2018,Barbados,BRB,Latin America & Caribbean,High income,2018,70.6,75,Yes,Yes,Yes,No
1221,BRB2019,Barbados,BRB,Latin America & Caribbean,High income,2019,76.9,75,Yes,Yes,Yes,No
1222,BRB2020,Barbados,BRB,Latin America & Caribbean,High income,2020,76.9,75,Yes,Yes,Yes,No
1223,BRB2021,Barbados,BRB,Latin America & Caribbean,High income,2021,76.9,75,Yes,Yes,Yes,No
1224,BRN1971,Brunei Darussalam,BRN,East Asia & Pacific,High income,1971,38.8,75,Yes,Yes,Yes,No
1225,BRN1972,Brunei Darussalam,BRN,East Asia & Pacific,High income,1972,38.8,75,Yes,Yes,Yes,No
1226,BRN1973,Brunei Darussalam,BRN,East Asia & Pacific,High income,1973,38.8,75,Yes,Yes,Yes,No
1227,BRN1974,Brunei Darussalam,BRN,East Asia & Pacific,High income,1974,38.8,75,Yes,Yes,Yes,No
1228,BRN1975,Brunei Darussalam,BRN,East Asia & Pacific,High income,1975,38.8,75,Yes,Yes,Yes,No
1229,BRN1976,Brunei Darussalam,BRN,East Asia & Pacific,High income,1976,38.8,75,Yes,Yes,Yes,No
1230,BRN1977,Brunei Darussalam,BRN,East Asia & Pacific,High income,1977,38.8,75,Yes,Yes,Yes,No
1231,BRN1978,Brunei Darussalam,BRN,East Asia & Pacific,High income,1978,38.8,75,Yes,Yes,Yes,No
1232,BRN1979,Brunei Darussalam,BRN,East Asia & Pacific,High income,1979,38.8,75,Yes,Yes,Yes,No
1233,BRN1980,Brunei Darussalam,BRN,East Asia & Pacific,High income,1980,38.8,75,Yes,Yes,Yes,No
1234,BRN1981,Brunei Darussalam,BRN,East Asia & Pacific,High income,1981,38.8,75,Yes,Yes,Yes,No
1235,BRN1982,Brunei Darussalam,BRN,East Asia & Pacific,High income,1982,38.8,75,Yes,Yes,Yes,No
1236,BRN1983,Brunei Darussalam,BRN,East Asia & Pacific,High income,1983,38.8,75,Yes,Yes,Yes,No
1237,BRN1984,Brunei Darussalam,BRN,East Asia & Pacific,High income,1984,38.8,75,Yes,Yes,Yes,No
1238,BRN1985,Brunei Darussalam,BRN,East Asia & Pacific,High income,1985,41.9,75,Yes,Yes,Yes,No
1239,BRN1986,Brunei Darussalam,BRN,East Asia & Pacific,High income,1986,41.9,75,Yes,Yes,Yes,No
1240,BRN1987,Brunei Darussalam,BRN,East Asia & Pacific,High income,1987,41.9,75,Yes,Yes,Yes,No
1241,BRN1988,Brunei Darussalam,BRN,East Asia & Pacific,High income,1988,41.9,75,Yes,Yes,Yes,No
1242,BRN1989,Brunei Darussalam,BRN,East Asia & Pacific,High income,1989,41.9,75,Yes,Yes,Yes,No
1243,BRN1990,Brunei Darussalam,BRN,East Asia & Pacific,High income,1990,41.9,75,Yes,Yes,Yes,No
1244,BRN1991,Brunei Darussalam,BRN,East Asia & Pacific,High income,1991,41.9,75,Yes,Yes,Yes,No
1245,BRN1992,Brunei Darussalam,BRN,East Asia & Pacific,High income,1992,41.9,75,Yes,Yes,Yes,No
1246,BRN1993,Brunei Darussalam,BRN,East Asia & Pacific,High income,1993,41.9,75,Yes,Yes,Yes,No
1247,BRN1994,Brunei Darussalam,BRN,East Asia & Pacific,High income,1994,41.9,75,Yes,Yes,Yes,No
1248,BRN1995,Brunei Darussalam,BRN,East Asia & Pacific,High income,1995,41.9,75,Yes,Yes,Yes,No
1249,BRN1996,Brunei Darussalam,BRN,East Asia & Pacific,High income,1996,41.9,75,Yes,Yes,Yes,No
1250,BRN1997,Brunei Darussalam,BRN,East Asia & Pacific,High income,1997,41.9,75,Yes,Yes,Yes,No
1251,BRN1998,Brunei Darussalam,BRN,East Asia & Pacific,High income,1998,41.9,75,Yes,Yes,Yes,No
1252,BRN1999,Brunei Darussalam,BRN,East Asia & Pacific,High income,1999,41.9,75,Yes,Yes,Yes,No
1253,BRN2000,Brunei Darussalam,BRN,East Asia & Pacific,High income,2000,41.9,75,Yes,Yes,Yes,No
1254,BRN2001,Brunei Darussalam,BRN,East Asia & Pacific,High income,2001,46.9,75,Yes,Yes,Yes,No
1255,BRN2002,Brunei Darussalam,BRN,East Asia & Pacific,High income,2002,46.9,75,Yes,Yes,Yes,No
1256,BRN2003,Brunei Darussalam,BRN,East Asia & Pacific,High income,2003,46.9,75,Yes,Yes,Yes,No
1257,BRN2004,Brunei Darussalam,BRN,East Asia & Pacific,High income,2004,46.9,75,Yes,Yes,Yes,No
1258,BRN2005,Brunei Darussalam,BRN,East Asia & Pacific,High income,2005,46.9,75,Yes,Yes,Yes,No
1259,BRN2006,Brunei Darussalam,BRN,East Asia & Pacific,High income,2006,46.9,75,Yes,Yes,Yes,No
1260,BRN2007,Brunei Darussalam,BRN,East Asia & Pacific,High income,2007,46.9,75,Yes,Yes,Yes,No
1261,BRN2008,Brunei Darussalam,BRN,East Asia & Pacific,High income,2008,46.9,75,Yes,Yes,Yes,No
1262,BRN2009,Brunei Darussalam,BRN,East Asia & Pacific,High income,2009,46.9,75,Yes,Yes,Yes,No
1263,BRN2010,Brunei Darussalam,BRN,East Asia & Pacific,High income,2010,46.9,75,Yes,Yes,Yes,No
1264,BRN2011,Brunei Darussalam,BRN,East Asia & Pacific,High income,2011,53.1,75,Yes,Yes,Yes,No
1265,BRN2012,Brunei Darussalam,BRN,East Asia & Pacific,High income,2012,53.1,75,Yes,Yes,Yes,No
1266,BRN2013,Brunei Darussalam,BRN,East Asia & Pacific,High income,2013,53.1,75,Yes,Yes,Yes,No
1267,BRN2014,Brunei Darussalam,BRN,East Asia & Pacific,High income,2014,53.1,75,Yes,Yes,Yes,No
1268,BRN2015,Brunei Darussalam,BRN,East Asia & Pacific,High income,2015,53.1,75,Yes,Yes,Yes,No
1269,BRN2016,Brunei Darussalam,BRN,East Asia & Pacific,High income,2016,53.1,75,Yes,Yes,Yes,No
1270,BRN2017,Brunei Darussalam,BRN,East Asia & Pacific,High income,2017,53.1,75,Yes,Yes,Yes,No
1271,BRN2018,Brunei Darussalam,BRN,East Asia & Pacific,High income,2018,53.1,75,Yes,Yes,Yes,No
1272,BRN2019,Brunei Darussalam,BRN,East Asia & Pacific,High income,2019,53.1,75,Yes,Yes,Yes,No
1273,BRN2020,Brunei Darussalam,BRN,East Asia & Pacific,High income,2020,53.1,75,Yes,Yes,Yes,No
1274,BRN2021,Brunei Darussalam,BRN,East Asia & Pacific,High income,2021,53.1,75,Yes,Yes,Yes,No
1275,BTN1971,Bhutan,BTN,South Asia,Lower middle income,1971,55.0,75,Yes,Yes,Yes,No
1276,BTN1972,Bhutan,BTN,South Asia,Lower middle income,1972,55.0,75,Yes,Yes,Yes,No
1277,BTN1973,Bhutan,BTN,South Asia,Lower middle income,1973,55.0,75,Yes,Yes,Yes,No
1278,BTN1974,Bhutan,BTN,South Asia,Lower middle income,1974,55.0,75,Yes,Yes,Yes,No
1279,BTN1975,Bhutan,BTN,South Asia,Lower middle income,1975,55.0,75,Yes,Yes,Yes,No
1280,BTN1976,Bhutan,BTN,South Asia,Lower middle income,1976,55.0,75,Yes,Yes,Yes,No
1281,BTN1977,Bhutan,BTN,South Asia,Lower middle income,1977,55.0,75,Yes,Yes,Yes,No
1282,BTN1978,Bhutan,BTN,South Asia,Lower middle income,1978,55.0,75,Yes,Yes,Yes,No
1283,BTN1979,Bhutan,BTN,South Asia,Lower middle income,1979,55.0,75,Yes,Yes,Yes,No
1284,BTN1980,Bhutan,BTN,South Asia,Lower middle income,1980,55.0,75,Yes,Yes,Yes,No
1285,BTN1981,Bhutan,BTN,South Asia,Lower middle income,1981,55.0,75,Yes,Yes,Yes,No
1286,BTN1982,Bhutan,BTN,South Asia,Lower middle income,1982,55.0,75,Yes,Yes,Yes,No
1287,BTN1983,Bhutan,BTN,South Asia,Lower middle income,1983,55.0,75,Yes,Yes,Yes,No
1288,BTN1984,Bhutan,BTN,South Asia,Lower middle income,1984,55.0,75,Yes,Yes,Yes,No
1289,BTN1985,Bhutan,BTN,South Asia,Lower middle income,1985,55.0,75,Yes,Yes,Yes,No
1290,BTN1986,Bhutan,BTN,South Asia,Lower middle income,1986,55.0,75,Yes,Yes,Yes,No
1291,BTN1987,Bhutan,BTN,South Asia,Lower middle income,1987,55.0,75,Yes,Yes,Yes,No
1292,BTN1988,Bhutan,BTN,South Asia,Lower middle income,1988,55.0,75,Yes,Yes,Yes,No
1293,BTN1989,Bhutan,BTN,South Asia,Lower middle income,1989,55.0,75,Yes,Yes,Yes,No
1294,BTN1990,Bhutan,BTN,South Asia,Lower middle income,1990,55.0,75,Yes,Yes,Yes,No
1295,BTN1991,Bhutan,BTN,South Asia,Lower middle income,1991,55.0,75,Yes,Yes,Yes,No
1296,BTN1992,Bhutan,BTN,South Asia,Lower middle income,1992,55.0,75,Yes,Yes,Yes,No
1297,BTN1993,Bhutan,BTN,South Asia,Lower middle income,1993,55.0,75,Yes,Yes,Yes,No
1298,BTN1994,Bhutan,BTN,South Asia,Lower middle income,1994,55.0,75,Yes,Yes,Yes,No
1299,BTN1995,Bhutan,BTN,South Asia,Lower middle income,1995,55.0,75,Yes,Yes,Yes,No
1300,BTN1996,Bhutan,BTN,South Asia,Lower middle income,1996,55.0,75,Yes,Yes,Yes,No
1301,BTN1997,Bhutan,BTN,South Asia,Lower middle income,1997,55.0,75,Yes,Yes,Yes,No
1302,BTN1998,Bhutan,BTN,South Asia,Lower middle income,1998,55.0,75,Yes,Yes,Yes,No
1303,BTN1999,Bhutan,BTN,South Asia,Lower middle income,1999,55.0,75,Yes,Yes,Yes,No
1304,BTN2000,Bhutan,BTN,South Asia,Lower middle income,2000,55.0,75,Yes,Yes,Yes,No
1305,BTN2001,Bhutan,BTN,South Asia,Lower middle income,2001,55.0,75,Yes,Yes,Yes,No
1306,BTN2002,Bhutan,BTN,South Asia,Lower middle income,2002,51.9,50,Yes,No,Yes,No
1307,BTN2003,Bhutan,BTN,South Asia,Lower middle income,2003,51.9,50,Yes,No,Yes,No
1308,BTN2004,Bhutan,BTN,South Asia,Lower middle income,2004,51.9,50,Yes,No,Yes,No
1309,BTN2005,Bhutan,BTN,South Asia,Lower middle income,2005,51.9,50,Yes,No,Yes,No
1310,BTN2006,Bhutan,BTN,South Asia,Lower middle income,2006,51.9,50,Yes,No,Yes,No
1311,BTN2007,Bhutan,BTN,South Asia,Lower middle income,2007,51.9,50,Yes,No,Yes,No
1312,BTN2008,Bhutan,BTN,South Asia,Lower middle income,2008,66.9,50,Yes,No,Yes,No
1313,BTN2009,Bhutan,BTN,South Asia,Lower middle income,2009,66.9,50,Yes,No,Yes,No
1314,BTN2010,Bhutan,BTN,South Asia,Lower middle income,2010,66.9,50,Yes,No,Yes,No
1315,BTN2011,Bhutan,BTN,South Asia,Lower middle income,2011,69.4,50,Yes,No,Yes,No
1316,BTN2012,Bhutan,BTN,South Asia,Lower middle income,2012,69.4,50,Yes,No,Yes,No
1317,BTN2013,Bhutan,BTN,South Asia,Lower middle income,2013,69.4,50,Yes,No,Yes,No
1318,BTN2014,Bhutan,BTN,South Asia,Lower middle income,2014,71.9,50,Yes,No,Yes,No
1319,BTN2015,Bhutan,BTN,South Asia,Lower middle income,2015,71.9,50,Yes,No,Yes,No
1320,BTN2016,Bhutan,BTN,South Asia,Lower middle income,2016,71.9,50,Yes,No,Yes,No
1321,BTN2017,Bhutan,BTN,South Asia,Lower middle income,2017,71.9,50,Yes,No,Yes,No
1322,BTN2018,Bhutan,BTN,South Asia,Lower middle income,2018,71.9,50,Yes,No,Yes,No
1323,BTN2019,Bhutan,BTN,South Asia,Lower middle income,2019,71.9,50,Yes,No,Yes,No
1324,BTN2020,Bhutan,BTN,South Asia,Lower middle income,2020,71.9,50,Yes,No,Yes,No
1325,BTN2021,Bhutan,BTN,South Asia,Lower middle income,2021,71.9,50,Yes,No,Yes,No
1326,BWA1971,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1971,22.5,0,No,No,No,No
1327,BWA1972,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1972,25.0,0,No,No,No,No
1328,BWA1973,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1973,25.0,0,No,No,No,No
1329,BWA1974,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1974,25.0,0,No,No,No,No
1330,BWA1975,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1975,25.0,0,No,No,No,No
1331,BWA1976,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1976,25.0,0,No,No,No,No
1332,BWA1977,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1977,25.0,0,No,No,No,No
1333,BWA1978,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1978,25.0,0,No,No,No,No
1334,BWA1979,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1979,25.0,0,No,No,No,No
1335,BWA1980,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1980,25.0,0,No,No,No,No
1336,BWA1981,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1981,25.0,0,No,No,No,No
1337,BWA1982,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1982,25.0,0,No,No,No,No
1338,BWA1983,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1983,25.0,0,No,No,No,No
1339,BWA1984,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1984,25.0,0,No,No,No,No
1340,BWA1985,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1985,25.0,0,No,No,No,No
1341,BWA1986,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1986,25.0,0,No,No,No,No
1342,BWA1987,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1987,25.0,0,No,No,No,No
1343,BWA1988,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1988,25.0,0,No,No,No,No
1344,BWA1989,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1989,25.0,0,No,No,No,No
1345,BWA1990,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1990,25.0,0,No,No,No,No
1346,BWA1991,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1991,25.0,0,No,No,No,No
1347,BWA1992,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1992,25.0,0,No,No,No,No
1348,BWA1993,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1993,25.0,0,No,No,No,No
1349,BWA1994,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1994,28.1,0,No,No,No,No
1350,BWA1995,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1995,28.1,0,No,No,No,No
1351,BWA1996,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1996,28.1,0,No,No,No,No
1352,BWA1997,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1997,37.5,0,No,No,No,No
1353,BWA1998,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1998,40.6,0,No,No,No,No
1354,BWA1999,Botswana,BWA,Sub-Saharan Africa,Upper middle income,1999,40.6,0,No,No,No,No
1355,BWA2000,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2000,40.6,0,No,No,No,No
1356,BWA2001,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2001,40.6,0,No,No,No,No
1357,BWA2002,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2002,40.6,0,No,No,No,No
1358,BWA2003,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2003,40.6,0,No,No,No,No
1359,BWA2004,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2004,40.6,0,No,No,No,No
1360,BWA2005,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2005,40.6,0,No,No,No,No
1361,BWA2006,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2006,61.3,75,Yes,Yes,Yes,No
1362,BWA2007,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,61.3,75,Yes,Yes,Yes,No
1363,BWA2008,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,61.3,75,Yes,Yes,Yes,No
1364,BWA2009,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,63.8,75,Yes,Yes,Yes,No
1365,BWA2010,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2010,63.8,75,Yes,Yes,Yes,No
1366,BWA2011,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2011,63.8,75,Yes,Yes,Yes,No
1367,BWA2012,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2012,63.8,75,Yes,Yes,Yes,No
1368,BWA2013,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2013,63.8,75,Yes,Yes,Yes,No
1369,BWA2014,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2014,63.8,75,Yes,Yes,Yes,No
1370,BWA2015,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2015,63.8,75,Yes,Yes,Yes,No
1371,BWA2016,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2016,63.8,75,Yes,Yes,Yes,No
1372,BWA2017,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2017,63.8,75,Yes,Yes,Yes,No
1373,BWA2018,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2018,63.8,75,Yes,Yes,Yes,No
1374,BWA2019,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2019,63.8,75,Yes,Yes,Yes,No
1375,BWA2020,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2020,63.8,75,Yes,Yes,Yes,No
1376,BWA2021,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2021,63.8,75,Yes,Yes,Yes,No
1377,CAF1971,Central African Republic,CAF,Sub-Saharan Africa,Low income,1971,45.0,50,Yes,Yes,No,No
1378,CAF1972,Central African Republic,CAF,Sub-Saharan Africa,Low income,1972,45.0,50,Yes,Yes,No,No
1379,CAF1973,Central African Republic,CAF,Sub-Saharan Africa,Low income,1973,45.0,50,Yes,Yes,No,No
1380,CAF1974,Central African Republic,CAF,Sub-Saharan Africa,Low income,1974,45.0,50,Yes,Yes,No,No
1381,CAF1975,Central African Republic,CAF,Sub-Saharan Africa,Low income,1975,45.0,50,Yes,Yes,No,No
1382,CAF1976,Central African Republic,CAF,Sub-Saharan Africa,Low income,1976,45.0,50,Yes,Yes,No,No
1383,CAF1977,Central African Republic,CAF,Sub-Saharan Africa,Low income,1977,47.5,50,Yes,Yes,No,No
1384,CAF1978,Central African Republic,CAF,Sub-Saharan Africa,Low income,1978,47.5,50,Yes,Yes,No,No
1385,CAF1979,Central African Republic,CAF,Sub-Saharan Africa,Low income,1979,47.5,50,Yes,Yes,No,No
1386,CAF1980,Central African Republic,CAF,Sub-Saharan Africa,Low income,1980,47.5,50,Yes,Yes,No,No
1387,CAF1981,Central African Republic,CAF,Sub-Saharan Africa,Low income,1981,47.5,50,Yes,Yes,No,No
1388,CAF1982,Central African Republic,CAF,Sub-Saharan Africa,Low income,1982,47.5,50,Yes,Yes,No,No
1389,CAF1983,Central African Republic,CAF,Sub-Saharan Africa,Low income,1983,47.5,50,Yes,Yes,No,No
1390,CAF1984,Central African Republic,CAF,Sub-Saharan Africa,Low income,1984,47.5,50,Yes,Yes,No,No
1391,CAF1985,Central African Republic,CAF,Sub-Saharan Africa,Low income,1985,47.5,50,Yes,Yes,No,No
1392,CAF1986,Central African Republic,CAF,Sub-Saharan Africa,Low income,1986,47.5,50,Yes,Yes,No,No
1393,CAF1987,Central African Republic,CAF,Sub-Saharan Africa,Low income,1987,47.5,50,Yes,Yes,No,No
1394,CAF1988,Central African Republic,CAF,Sub-Saharan Africa,Low income,1988,47.5,50,Yes,Yes,No,No
1395,CAF1989,Central African Republic,CAF,Sub-Saharan Africa,Low income,1989,47.5,50,Yes,Yes,No,No
1396,CAF1990,Central African Republic,CAF,Sub-Saharan Africa,Low income,1990,47.5,50,Yes,Yes,No,No
1397,CAF1991,Central African Republic,CAF,Sub-Saharan Africa,Low income,1991,47.5,50,Yes,Yes,No,No
1398,CAF1992,Central African Republic,CAF,Sub-Saharan Africa,Low income,1992,47.5,50,Yes,Yes,No,No
1399,CAF1993,Central African Republic,CAF,Sub-Saharan Africa,Low income,1993,47.5,50,Yes,Yes,No,No
1400,CAF1994,Central African Republic,CAF,Sub-Saharan Africa,Low income,1994,47.5,50,Yes,Yes,No,No
1401,CAF1995,Central African Republic,CAF,Sub-Saharan Africa,Low income,1995,47.5,50,Yes,Yes,No,No
1402,CAF1996,Central African Republic,CAF,Sub-Saharan Africa,Low income,1996,47.5,50,Yes,Yes,No,No
1403,CAF1997,Central African Republic,CAF,Sub-Saharan Africa,Low income,1997,47.5,50,Yes,Yes,No,No
1404,CAF1998,Central African Republic,CAF,Sub-Saharan Africa,Low income,1998,47.5,50,Yes,Yes,No,No
1405,CAF1999,Central African Republic,CAF,Sub-Saharan Africa,Low income,1999,58.8,75,Yes,Yes,Yes,No
1406,CAF2000,Central African Republic,CAF,Sub-Saharan Africa,Low income,2000,58.8,75,Yes,Yes,Yes,No
1407,CAF2001,Central African Republic,CAF,Sub-Saharan Africa,Low income,2001,58.8,75,Yes,Yes,Yes,No
1408,CAF2002,Central African Republic,CAF,Sub-Saharan Africa,Low income,2002,58.8,75,Yes,Yes,Yes,No
1409,CAF2003,Central African Republic,CAF,Sub-Saharan Africa,Low income,2003,58.8,75,Yes,Yes,Yes,No
1410,CAF2004,Central African Republic,CAF,Sub-Saharan Africa,Low income,2004,58.8,75,Yes,Yes,Yes,No
1411,CAF2005,Central African Republic,CAF,Sub-Saharan Africa,Low income,2005,58.8,75,Yes,Yes,Yes,No
1412,CAF2006,Central African Republic,CAF,Sub-Saharan Africa,Low income,2006,58.8,75,Yes,Yes,Yes,No
1413,CAF2007,Central African Republic,CAF,Sub-Saharan Africa,Low income,2007,58.8,75,Yes,Yes,Yes,No
1414,CAF2008,Central African Republic,CAF,Sub-Saharan Africa,Low income,2008,73.8,75,Yes,Yes,Yes,No
1415,CAF2009,Central African Republic,CAF,Sub-Saharan Africa,Low income,2009,73.8,75,Yes,Yes,Yes,No
1416,CAF2010,Central African Republic,CAF,Sub-Saharan Africa,Low income,2010,76.9,75,Yes,Yes,Yes,No
1417,CAF2011,Central African Republic,CAF,Sub-Saharan Africa,Low income,2011,76.9,75,Yes,Yes,Yes,No
1418,CAF2012,Central African Republic,CAF,Sub-Saharan Africa,Low income,2012,76.9,75,Yes,Yes,Yes,No
1419,CAF2013,Central African Republic,CAF,Sub-Saharan Africa,Low income,2013,76.9,75,Yes,Yes,Yes,No
1420,CAF2014,Central African Republic,CAF,Sub-Saharan Africa,Low income,2014,76.9,75,Yes,Yes,Yes,No
1421,CAF2015,Central African Republic,CAF,Sub-Saharan Africa,Low income,2015,76.9,75,Yes,Yes,Yes,No
1422,CAF2016,Central African Republic,CAF,Sub-Saharan Africa,Low income,2016,76.9,75,Yes,Yes,Yes,No
1423,CAF2017,Central African Republic,CAF,Sub-Saharan Africa,Low income,2017,76.9,75,Yes,Yes,Yes,No
1424,CAF2018,Central African Republic,CAF,Sub-Saharan Africa,Low income,2018,76.9,75,Yes,Yes,Yes,No
1425,CAF2019,Central African Republic,CAF,Sub-Saharan Africa,Low income,2019,76.9,75,Yes,Yes,Yes,No
1426,CAF2020,Central African Republic,CAF,Sub-Saharan Africa,Low income,2020,76.9,75,Yes,Yes,Yes,No
1427,CAF2021,Central African Republic,CAF,Sub-Saharan Africa,Low income,2021,76.9,75,Yes,Yes,Yes,No
1428,CAN1971,Canada,CAN,High income: OECD,High income,1971,63.8,75,Yes,Yes,Yes,No
1429,CAN1972,Canada,CAN,High income: OECD,High income,1972,63.8,75,Yes,Yes,Yes,No
1430,CAN1973,Canada,CAN,High income: OECD,High income,1973,68.8,75,Yes,Yes,Yes,No
1431,CAN1974,Canada,CAN,High income: OECD,High income,1974,68.8,75,Yes,Yes,Yes,No
1432,CAN1975,Canada,CAN,High income: OECD,High income,1975,68.8,75,Yes,Yes,Yes,No
1433,CAN1976,Canada,CAN,High income: OECD,High income,1976,71.3,75,Yes,Yes,Yes,No
1434,CAN1977,Canada,CAN,High income: OECD,High income,1977,71.3,75,Yes,Yes,Yes,No
1435,CAN1978,Canada,CAN,High income: OECD,High income,1978,74.4,100,Yes,Yes,Yes,Yes
1436,CAN1979,Canada,CAN,High income: OECD,High income,1979,77.5,100,Yes,Yes,Yes,Yes
1437,CAN1980,Canada,CAN,High income: OECD,High income,1980,80.6,100,Yes,Yes,Yes,Yes
1438,CAN1981,Canada,CAN,High income: OECD,High income,1981,80.6,100,Yes,Yes,Yes,Yes
1439,CAN1982,Canada,CAN,High income: OECD,High income,1982,80.6,100,Yes,Yes,Yes,Yes
1440,CAN1983,Canada,CAN,High income: OECD,High income,1983,80.6,100,Yes,Yes,Yes,Yes
1441,CAN1984,Canada,CAN,High income: OECD,High income,1984,80.6,100,Yes,Yes,Yes,Yes
1442,CAN1985,Canada,CAN,High income: OECD,High income,1985,80.6,100,Yes,Yes,Yes,Yes
1443,CAN1986,Canada,CAN,High income: OECD,High income,1986,86.3,100,Yes,Yes,Yes,Yes
1444,CAN1987,Canada,CAN,High income: OECD,High income,1987,86.3,100,Yes,Yes,Yes,Yes
1445,CAN1988,Canada,CAN,High income: OECD,High income,1988,89.4,100,Yes,Yes,Yes,Yes
1446,CAN1989,Canada,CAN,High income: OECD,High income,1989,89.4,100,Yes,Yes,Yes,Yes
1447,CAN1990,Canada,CAN,High income: OECD,High income,1990,89.4,100,Yes,Yes,Yes,Yes
1448,CAN1991,Canada,CAN,High income: OECD,High income,1991,95.0,100,Yes,Yes,Yes,Yes
1449,CAN1992,Canada,CAN,High income: OECD,High income,1992,97.5,100,Yes,Yes,Yes,Yes
1450,CAN1993,Canada,CAN,High income: OECD,High income,1993,97.5,100,Yes,Yes,Yes,Yes
1451,CAN1994,Canada,CAN,High income: OECD,High income,1994,97.5,100,Yes,Yes,Yes,Yes
1452,CAN1995,Canada,CAN,High income: OECD,High income,1995,97.5,100,Yes,Yes,Yes,Yes
1453,CAN1996,Canada,CAN,High income: OECD,High income,1996,97.5,100,Yes,Yes,Yes,Yes
1454,CAN1997,Canada,CAN,High income: OECD,High income,1997,97.5,100,Yes,Yes,Yes,Yes
1455,CAN1998,Canada,CAN,High income: OECD,High income,1998,97.5,100,Yes,Yes,Yes,Yes
1456,CAN1999,Canada,CAN,High income: OECD,High income,1999,97.5,100,Yes,Yes,Yes,Yes
