,ID,economy,latitude_x,longitude_x,country_code_x,Region,Income_group,reportyr,WBL INDEX,ENTREPRENEURSHIP,sign_contract,register_business,open_bank_account,discrimination_credit_prohibited,period,sign_contract_count,register_business_count,open_bank_account_count,discrimination_credit_prohibited_count,total_law_counts,Fam_A2F_Gender_LB,Fam_CM_SignContract_SC,Fam_CM_RegisterBiz_LB,Fam_CM_OpenBankAccount_LB
1626,CIV1998,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,1998.0,63.1,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,,,,
1627,CIV1999,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,1999.0,63.1,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,,,,
1628,CIV2000,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2000.0,69.4,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,,,,
1629,CIV2001,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2001.0,69.4,75.0,Yes,Yes,Yes,No,1997-2001,1.0,1.0,1.0,0.0,3.0,,,,
1630,CIV2002,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2002.0,69.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,,,,
1631,CIV2003,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2003.0,69.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,,,,
1632,CIV2004,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2004.0,69.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,,,,
1633,CIV2005,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2005.0,69.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,,,,
1634,CIV2006,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2006.0,69.4,75.0,Yes,Yes,Yes,No,2002-2006,1.0,1.0,1.0,0.0,3.0,,,,
1635,CIV2007,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2007.0,69.4,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,,,,
1636,CIV2008,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2008.0,69.4,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,,,,
1637,CIV2009,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2009.0,69.4,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,,,,
1638,CIV2010,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2010.0,69.4,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,,,,
1639,CIV2011,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2011.0,69.4,75.0,Yes,Yes,Yes,No,2007-2011,1.0,1.0,1.0,0.0,3.0,,,,
1640,CIV2012,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2012.0,69.4,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,,,,
1641,CIV2013,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2013.0,69.4,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,,,,
1642,CIV2014,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2014.0,78.1,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,,,,
1643,CIV2015,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2015.0,78.1,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,,,,
1644,CIV2016,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2016.0,78.1,75.0,Yes,Yes,Yes,No,2012-2016,1.0,1.0,1.0,0.0,3.0,,,,
1645,CIV2017,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2017.0,78.1,75.0,Yes,Yes,Yes,No,2017-2021,1.0,1.0,1.0,0.0,3.0,,,,
1646,CIV2018,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2018.0,78.1,75.0,Yes,Yes,Yes,No,2017-2021,1.0,1.0,1.0,0.0,3.0,,,,
1647,CIV2019,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2019.0,78.1,75.0,Yes,Yes,Yes,No,2017-2021,1.0,1.0,1.0,0.0,3.0,,,,
1648,CIV2020,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2020.0,83.1,75.0,Yes,Yes,Yes,No,2017-2021,1.0,1.0,1.0,0.0,3.0,,,,
1649,CIV2021,Côte d'Ivoire,7.54,5.5471,CIV,Sub-Saharan Africa,Lower middle income,2021.0,83.1,75.0,Yes,Yes,Yes,No,2017-2021,1.0,1.0,1.0,0.0,3.0,,,,
1650,CMR1972,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1972.0,45.6,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1651,CMR1973,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1973.0,45.6,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1652,CMR1974,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1974.0,45.6,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1653,CMR1975,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1975.0,45.6,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1654,CMR1976,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1976.0,45.6,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1655,CMR1977,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1977.0,45.6,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1656,CMR1978,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1978.0,45.6,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1657,CMR1979,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1979.0,45.6,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1658,CMR1980,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1980.0,45.6,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1659,CMR1981,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1981.0,45.6,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1660,CMR1982,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1982.0,45.6,50.0,Yes,Yes,No,No,1982-1986,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1661,CMR1983,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1983.0,45.6,50.0,Yes,Yes,No,No,1982-1986,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1662,CMR1984,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1984.0,45.6,50.0,Yes,Yes,No,No,1982-1986,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1663,CMR1985,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1985.0,45.6,50.0,Yes,Yes,No,No,1982-1986,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1664,CMR1986,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1986.0,45.6,50.0,Yes,Yes,No,No,1982-1986,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1665,CMR1987,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1987.0,45.6,50.0,Yes,Yes,No,No,1987-1991,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1666,CMR1988,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1988.0,45.6,50.0,Yes,Yes,No,No,1987-1991,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1667,CMR1989,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1989.0,45.6,50.0,Yes,Yes,No,No,1987-1991,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1668,CMR1990,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1990.0,45.6,50.0,Yes,Yes,No,No,1987-1991,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1669,CMR1991,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1991.0,45.6,50.0,Yes,Yes,No,No,1987-1991,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1670,CMR1992,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1992.0,48.1,50.0,Yes,Yes,No,No,1992-1996,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1671,CMR1993,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1993.0,48.1,50.0,Yes,Yes,No,No,1992-1996,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1672,CMR1994,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1994.0,50.6,50.0,Yes,Yes,No,No,1992-1996,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1673,CMR1995,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1995.0,50.6,50.0,Yes,Yes,No,No,1992-1996,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1674,CMR1996,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1996.0,50.6,50.0,Yes,Yes,No,No,1992-1996,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1675,CMR1997,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1997.0,50.6,50.0,Yes,Yes,No,No,1997-2001,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1676,CMR1998,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1998.0,50.6,50.0,Yes,Yes,No,No,1997-2001,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1677,CMR1999,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,1999.0,50.6,50.0,Yes,Yes,No,No,1997-2001,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1678,CMR2000,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2000.0,50.6,50.0,Yes,Yes,No,No,1997-2001,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1679,CMR2001,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2001.0,50.6,50.0,Yes,Yes,No,No,1997-2001,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1680,CMR2002,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2002.0,50.6,50.0,Yes,Yes,No,No,2002-2006,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1681,CMR2003,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2003.0,50.6,50.0,Yes,Yes,No,No,2002-2006,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1682,CMR2004,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2004.0,50.6,50.0,Yes,Yes,No,No,2002-2006,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1683,CMR2005,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2005.0,50.6,50.0,Yes,Yes,No,No,2002-2006,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1684,CMR2006,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2006.0,50.6,50.0,Yes,Yes,No,No,2002-2006,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1685,CMR2007,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2007.0,50.6,50.0,Yes,Yes,No,No,2007-2011,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1686,CMR2008,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2008.0,50.6,50.0,Yes,Yes,No,No,2007-2011,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1687,CMR2009,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2009.0,50.6,50.0,Yes,Yes,No,No,2007-2011,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1688,CMR2010,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2010.0,50.6,50.0,Yes,Yes,No,No,2007-2011,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1689,CMR2011,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2011.0,50.6,50.0,Yes,Yes,No,No,2007-2011,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1690,CMR2012,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2012.0,50.6,50.0,Yes,Yes,No,No,2012-2016,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1691,CMR2013,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2013.0,50.6,50.0,Yes,Yes,No,No,2012-2016,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1692,CMR2014,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2014.0,50.6,50.0,Yes,Yes,No,No,2012-2016,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1693,CMR2015,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2015.0,50.6,50.0,Yes,Yes,No,No,2012-2016,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1694,CMR2016,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2016.0,50.6,50.0,Yes,Yes,No,No,2012-2016,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1695,CMR2017,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2017.0,50.6,50.0,Yes,Yes,No,No,2017-2021,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1696,CMR2018,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2018.0,60.0,50.0,Yes,Yes,No,No,2017-2021,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1697,CMR2019,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2019.0,60.0,50.0,Yes,Yes,No,No,2017-2021,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1698,CMR2020,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2020.0,60.0,50.0,Yes,Yes,No,No,2017-2021,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1699,CMR2021,Cameroon,7.369722,12.354722,CMR,Sub-Saharan Africa,Lower middle income,2021.0,60.0,50.0,Yes,Yes,No,No,2017-2021,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,No restrictions could be located,No restrictions could be located ,"Ordonnance No. 81/02 du 29 Juin 1981, Art. 75; Code Civil, Arts. 221, 222 et 1538"
1700,COG1972,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1972.0,40.0,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1701,COG1973,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1973.0,40.0,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1702,COG1974,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1974.0,40.0,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1703,COG1975,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1975.0,40.0,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1704,COG1976,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1976.0,40.0,50.0,Yes,Yes,No,No,1972-1976,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1705,COG1977,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1977.0,40.0,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1706,COG1978,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1978.0,40.0,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1707,COG1979,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1979.0,40.0,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1708,COG1980,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1980.0,40.0,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1709,COG1981,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1981.0,40.0,50.0,Yes,Yes,No,No,1977-1981,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
1710,COG1982,"Congo, Rep.",0.228,15.8277,COG,Sub-Saharan Africa,Lower middle income,1982.0,40.0,50.0,Yes,Yes,No,No,1982-1986,1.0,1.0,0.0,0.0,2.0,No applicable provisions could be located,"Code de la Famille, Art. 172","Loi RÃ¨glementant lâ€™Exercice de la Profession de CommerÃ§ant, Arts. 2 et 26","Code de la Famille, Art. 176"
